project_id,phase_id,trade,subcontractor,est_hours,act_hours,hourly_rate,safety_incidents
1237,1,Plumbing,Plumbing Co,174,172,76,0
1237,1,Finishes,Finishes Co,174,164,66,1
1237,2,Carpentry,Carpentry Co,348,316,82,0
1237,2,Electrical,Electrical Co,348,376,72,0
1237,3,Excavation,Excavation Co,470,505,59,0
1237,3,Plumbing,Plumbing Co,470,515,93,0
1237,4,Concrete,Concrete Co,348,372,76,0
1237,4,Carpentry,Carpentry Co,348,325,107,0
1237,5,Steel Erection,Steel Erection Co,400,415,72,1
1237,5,Concrete,Concrete Co,400,377,77,0
1238,1,Carpentry,Carpentry Co,279,253,61,1
1238,1,Excavation,Excavation Co,279,280,56,1
1238,2,Carpentry,Carpentry Co,558,504,78,0
1238,2,Excavation,Excavation Co,558,510,108,0
1238,3,Plumbing,Plumbing Co,753,725,100,0
1238,3,Electrical,Electrical Co,753,704,89,0
1238,4,Excavation,Excavation Co,558,598,73,0
1238,4,Carpentry,Carpentry Co,558,539,67,1
1238,5,Plumbing,Plumbing Co,642,605,98,1
1238,5,Carpentry,Carpentry Co,642,599,102,0
1239,1,Electrical,Electrical Co,384,359,100,1
1239,1,Carpentry,Carpentry Co,384,418,83,0
1239,2,Steel Erection,Steel Erection Co,768,789,87,0
1239,2,Excavation,Excavation Co,768,772,67,0
1239,3,Steel Erection,Steel Erection Co,1037,1114,62,0
1239,3,Excavation,Excavation Co,1037,1137,70,0
1239,4,Carpentry,Carpentry Co,768,787,74,0
1239,4,Concrete,Concrete Co,768,771,73,0
1239,5,Concrete,Concrete Co,883,880,94,2
1239,5,Finishes,Finishes Co,883,953,53,1
1240,1,HVAC,HVAC Co,321,321,92,0
1240,1,Excavation,Excavation Co,321,306,99,0
1240,2,Finishes,Finishes Co,643,620,67,1
1240,2,Electrical,Electrical Co,643,638,52,0
1240,3,Electrical,Electrical Co,868,913,83,0
1240,3,Concrete,Concrete Co,868,880,88,1
1240,4,Finishes,Finishes Co,643,647,57,1
1240,4,HVAC,HVAC Co,643,675,74,0
1240,5,Electrical,Electrical Co,739,793,76,0
1240,5,Plumbing,Plumbing Co,739,807,82,0
1241,1,Concrete,Concrete Co,94,87,100,0
1241,1,Excavation,Excavation Co,94,96,73,0
1241,2,Steel Erection,Steel Erection Co,189,171,75,0
1241,2,HVAC,HVAC Co,189,174,67,0
1241,3,Finishes,Finishes Co,255,264,98,2
1241,3,Plumbing,Plumbing Co,255,242,83,1
1241,4,HVAC,HVAC Co,189,199,74,0
1241,4,Finishes,Finishes Co,189,174,104,0
1241,5,HVAC,HVAC Co,217,231,101,0
1241,5,Plumbing,Plumbing Co,217,224,57,0
1242,1,Plumbing,Plumbing Co,180,189,93,1
1242,1,Steel Erection,Steel Erection Co,180,171,101,0
1242,2,Carpentry,Carpentry Co,361,326,88,0
1242,2,Plumbing,Plumbing Co,361,352,80,0
1242,3,Concrete,Concrete Co,487,483,94,1
1242,3,Plumbing,Plumbing Co,487,475,82,0
1242,4,Finishes,Finishes Co,361,363,109,0
1242,4,Electrical,Electrical Co,361,366,59,0
1242,5,Electrical,Electrical Co,415,425,52,0
1242,5,Steel Erection,Steel Erection Co,415,435,100,0
1243,1,Plumbing,Plumbing Co,242,255,74,0
1243,1,Excavation,Excavation Co,242,252,83,0
1243,2,Steel Erection,Steel Erection Co,484,500,76,0
1243,2,Carpentry,Carpentry Co,484,501,91,1
1243,3,Excavation,Excavation Co,654,674,54,0
1243,3,Plumbing,Plumbing Co,654,663,101,0
1243,4,Excavation,Excavation Co,484,473,59,1
1243,4,HVAC,HVAC Co,484,486,58,0
1243,5,Excavation,Excavation Co,557,537,63,0
1243,5,Electrical,Electrical Co,557,562,69,0
1244,1,Carpentry,Carpentry Co,389,413,93,0
1244,1,Plumbing,Plumbing Co,389,357,72,1
1244,2,Steel Erection,Steel Erection Co,779,773,109,1
1244,2,HVAC,HVAC Co,779,746,106,1
1244,3,Concrete,Concrete Co,1052,979,96,0
1244,3,HVAC,HVAC Co,1052,1033,71,0
1244,4,Excavation,Excavation Co,779,815,65,1
1244,4,Finishes,Finishes Co,779,829,76,0
1244,5,Finishes,Finishes Co,896,917,50,1
1244,5,HVAC,HVAC Co,896,823,86,0
1245,1,Finishes,Finishes Co,172,160,91,0
1245,1,Carpentry,Carpentry Co,172,176,105,1
1245,2,Carpentry,Carpentry Co,345,367,103,1
1245,2,Electrical,Electrical Co,345,311,97,0
1245,3,Electrical,Electrical Co,466,484,69,1
1245,3,Steel Erection,Steel Erection Co,466,420,97,0
1245,4,Finishes,Finishes Co,345,367,78,0
1245,4,Steel Erection,Steel Erection Co,345,330,95,0
1245,5,Finishes,Finishes Co,397,417,90,0
1245,5,Electrical,Electrical Co,397,396,102,0
1246,1,Concrete,Concrete Co,138,133,77,0
1246,1,Steel Erection,Steel Erection Co,138,135,50,0
1246,2,Steel Erection,Steel Erection Co,277,298,55,0
1246,2,Concrete,Concrete Co,277,254,104,0
1246,3,Electrical,Electrical Co,374,408,59,1
1246,3,Carpentry,Carpentry Co,374,389,83,0
1246,4,Carpentry,Carpentry Co,277,299,97,1
1246,4,Finishes,Finishes Co,277,277,75,1
1246,5,Electrical,Electrical Co,318,346,68,0
1246,5,Steel Erection,Steel Erection Co,318,335,66,0
1247,1,Concrete,Concrete Co,398,358,62,0
1247,1,Plumbing,Plumbing Co,398,404,55,0
1247,2,Finishes,Finishes Co,797,828,63,0
1247,2,Excavation,Excavation Co,797,757,101,1
1247,3,Concrete,Concrete Co,1076,993,55,0
1247,3,Carpentry,Carpentry Co,1076,1163,51,0
1247,4,Steel Erection,Steel Erection Co,797,819,77,1
1247,4,HVAC,HVAC Co,797,797,70,0
1247,5,HVAC,HVAC Co,917,833,69,0
1247,5,Carpentry,Carpentry Co,917,885,86,0
1248,1,Carpentry,Carpentry Co,401,391,103,0
1248,1,Plumbing,Plumbing Co,401,423,52,0
1248,2,Plumbing,Plumbing Co,803,805,99,0
1248,2,Electrical,Electrical Co,803,786,71,1
1248,3,Concrete,Concrete Co,1085,983,108,1
1248,3,Electrical,Electrical Co,1085,1043,101,1
1248,4,Finishes,Finishes Co,803,750,91,0
1248,4,Carpentry,Carpentry Co,803,743,56,0
1248,5,Concrete,Concrete Co,924,959,105,0
1248,5,HVAC,HVAC Co,924,913,106,1
1249,1,Concrete,Concrete Co,65,71,75,1
1249,1,HVAC,HVAC Co,65,70,98,0
1249,2,Steel Erection,Steel Erection Co,131,119,52,0
1249,2,Plumbing,Plumbing Co,131,143,105,1
1249,3,Electrical,Electrical Co,177,187,97,0
1249,3,Carpentry,Carpentry Co,177,163,53,0
1249,4,Electrical,Electrical Co,131,136,58,1
1249,4,Concrete,Concrete Co,131,143,108,0
1249,5,Finishes,Finishes Co,151,139,56,2
1249,5,HVAC,HVAC Co,151,141,55,0
1250,1,Finishes,Finishes Co,128,122,77,0
1250,1,HVAC,HVAC Co,128,115,92,0
1250,2,Steel Erection,Steel Erection Co,257,239,50,1
1250,2,Plumbing,Plumbing Co,257,235,72,2
1250,3,Steel Erection,Steel Erection Co,347,316,87,0
1250,3,Excavation,Excavation Co,347,377,89,1
1250,4,HVAC,HVAC Co,257,235,109,1
1250,4,Excavation,Excavation Co,257,242,99,1
1250,5,Excavation,Excavation Co,296,278,62,0
1250,5,Steel Erection,Steel Erection Co,296,267,78,0
1251,1,Finishes,Finishes Co,115,114,107,2
1251,1,HVAC,HVAC Co,115,120,97,0
1251,2,HVAC,HVAC Co,230,234,62,1
1251,2,Steel Erection,Steel Erection Co,230,212,67,0
1251,3,Electrical,Electrical Co,311,289,50,0
1251,3,Carpentry,Carpentry Co,311,313,55,1
1251,4,Concrete,Concrete Co,230,215,106,0
1251,4,Plumbing,Plumbing Co,230,227,59,1
1251,5,Plumbing,Plumbing Co,265,243,62,0
1251,5,Carpentry,Carpentry Co,265,238,93,0
1252,1,Carpentry,Carpentry Co,229,206,57,0
1252,1,Excavation,Excavation Co,229,223,93,0
1252,2,Carpentry,Carpentry Co,458,473,76,2
1252,2,Plumbing,Plumbing Co,458,467,105,0
1252,3,Plumbing,Plumbing Co,619,586,92,0
1252,3,Excavation,Excavation Co,619,656,94,0
1252,4,Carpentry,Carpentry Co,458,467,109,0
1252,4,HVAC,HVAC Co,458,427,75,1
1252,5,Concrete,Concrete Co,527,574,98,1
1252,5,Excavation,Excavation Co,527,483,98,0
1253,1,Concrete,Concrete Co,408,437,58,0
1253,1,HVAC,HVAC Co,408,375,76,0
1253,2,Plumbing,Plumbing Co,817,808,91,0
1253,2,Steel Erection,Steel Erection Co,817,753,66,0
1253,3,Plumbing,Plumbing Co,1103,1196,94,0
1253,3,Carpentry,Carpentry Co,1103,1211,72,0
1253,4,HVAC,HVAC Co,817,880,73,0
1253,4,Carpentry,Carpentry Co,817,735,77,2
1253,5,Steel Erection,Steel Erection Co,939,942,103,0
1253,5,Concrete,Concrete Co,939,927,50,2
1254,1,Steel Erection,Steel Erection Co,62,58,57,0
1254,1,Finishes,Finishes Co,62,61,103,0
1254,2,Steel Erection,Steel Erection Co,125,123,98,0
1254,2,Carpentry,Carpentry Co,125,133,94,0
1254,3,Carpentry,Carpentry Co,168,155,73,1
1254,3,Steel Erection,Steel Erection Co,168,161,93,0
1254,4,Excavation,Excavation Co,125,124,63,1
1254,4,HVAC,HVAC Co,125,115,87,0
1254,5,Excavation,Excavation Co,143,134,58,1
1254,5,Steel Erection,Steel Erection Co,143,148,102,0
1255,1,Plumbing,Plumbing Co,313,287,103,0
1255,1,Finishes,Finishes Co,313,297,59,2
1255,2,Electrical,Electrical Co,626,669,97,1
1255,2,Concrete,Concrete Co,626,619,106,0
1255,3,Finishes,Finishes Co,846,850,78,0
1255,3,Concrete,Concrete Co,846,922,83,0
1255,4,Excavation,Excavation Co,626,617,84,1
1255,4,Carpentry,Carpentry Co,626,655,62,0
1255,5,Finishes,Finishes Co,720,755,64,0
1255,5,Plumbing,Plumbing Co,720,701,63,0
1256,1,Plumbing,Plumbing Co,208,220,85,0
1256,1,Excavation,Excavation Co,208,216,53,1
1256,2,Excavation,Excavation Co,416,436,63,0
1256,2,Concrete,Concrete Co,416,449,104,0
1256,3,Electrical,Electrical Co,562,577,76,0
1256,3,Finishes,Finishes Co,562,574,54,0
1256,4,Electrical,Electrical Co,416,438,93,1
1256,4,Carpentry,Carpentry Co,416,390,74,1
1256,5,Finishes,Finishes Co,479,435,69,0
1256,5,Plumbing,Plumbing Co,479,444,91,0
1257,1,Concrete,Concrete Co,273,253,96,0
1257,1,Finishes,Finishes Co,273,277,57,0
1257,2,Carpentry,Carpentry Co,547,494,94,0
1257,2,Steel Erection,Steel Erection Co,547,593,74,0
1257,3,Concrete,Concrete Co,739,766,73,1
1257,3,Finishes,Finishes Co,739,760,73,1
1257,4,Plumbing,Plumbing Co,547,599,50,1
1257,4,Electrical,Electrical Co,547,497,58,0
1257,5,Plumbing,Plumbing Co,629,627,108,0
1257,5,HVAC,HVAC Co,629,687,52,0
1258,1,HVAC,HVAC Co,466,475,55,0
1258,1,Finishes,Finishes Co,466,477,91,0
1258,2,Excavation,Excavation Co,933,896,74,0
1258,2,Concrete,Concrete Co,933,954,52,0
1258,3,Carpentry,Carpentry Co,1260,1210,108,0
1258,3,Finishes,Finishes Co,1260,1366,62,3
1258,4,Plumbing,Plumbing Co,933,937,64,0
1258,4,Concrete,Concrete Co,933,940,89,0
1258,5,HVAC,HVAC Co,1073,1153,72,0
1258,5,Carpentry,Carpentry Co,1073,987,50,0
1259,1,Excavation,Excavation Co,407,439,103,0
1259,1,HVAC,HVAC Co,407,406,51,1
1259,2,HVAC,HVAC Co,814,793,62,0
1259,2,Plumbing,Plumbing Co,814,878,89,0
1259,3,Steel Erection,Steel Erection Co,1100,1126,85,0
1259,3,Plumbing,Plumbing Co,1100,1009,93,2
1259,4,HVAC,HVAC Co,814,849,53,0
1259,4,Concrete,Concrete Co,814,778,70,0
1259,5,Carpentry,Carpentry Co,937,1008,89,0
1259,5,Steel Erection,Steel Erection Co,937,921,50,1
1260,1,Carpentry,Carpentry Co,78,76,61,0
1260,1,Finishes,Finishes Co,78,84,102,1
1260,2,Plumbing,Plumbing Co,156,143,56,0
1260,2,HVAC,HVAC Co,156,170,76,2
1260,3,Electrical,Electrical Co,210,223,52,0
1260,3,Finishes,Finishes Co,210,202,71,0
1260,4,HVAC,HVAC Co,156,146,96,0
1260,4,Carpentry,Carpentry Co,156,155,95,1
1260,5,Plumbing,Plumbing Co,179,170,79,0
1260,5,Steel Erection,Steel Erection Co,179,180,58,0
1261,1,Carpentry,Carpentry Co,131,129,95,0
1261,1,Plumbing,Plumbing Co,131,138,101,1
1261,2,Concrete,Concrete Co,262,241,103,0
1261,2,HVAC,HVAC Co,262,273,79,0
1261,3,Excavation,Excavation Co,353,385,101,0
1261,3,Plumbing,Plumbing Co,353,360,64,0
1261,4,Concrete,Concrete Co,262,279,106,0
1261,4,Electrical,Electrical Co,262,237,57,0
1261,5,Carpentry,Carpentry Co,301,271,86,2
1261,5,Finishes,Finishes Co,301,304,65,0
1262,1,Finishes,Finishes Co,488,477,63,0
1262,1,Electrical,Electrical Co,488,526,104,0
1262,2,Carpentry,Carpentry Co,977,880,92,0
1262,2,Finishes,Finishes Co,977,886,105,0
1262,3,Electrical,Electrical Co,1319,1308,86,0
1262,3,Plumbing,Plumbing Co,1319,1247,92,0
1262,4,Carpentry,Carpentry Co,977,920,65,0
1262,4,HVAC,HVAC Co,977,1036,67,0
1262,5,Plumbing,Plumbing Co,1124,1191,71,1
1262,5,Concrete,Concrete Co,1124,1067,55,0
1263,1,Steel Erection,Steel Erection Co,221,217,57,1
1263,1,Finishes,Finishes Co,221,206,74,0
1263,2,Carpentry,Carpentry Co,443,455,72,0
1263,2,Excavation,Excavation Co,443,485,55,2
1263,3,Plumbing,Plumbing Co,598,539,106,0
1263,3,Finishes,Finishes Co,598,556,102,0
1263,4,Steel Erection,Steel Erection Co,443,408,106,1
1263,4,Finishes,Finishes Co,443,485,61,0
1263,5,Excavation,Excavation Co,509,520,108,0
1263,5,Finishes,Finishes Co,509,458,75,1
1264,1,Plumbing,Plumbing Co,471,435,96,0
1264,1,Concrete,Concrete Co,471,482,56,0
1264,2,Concrete,Concrete Co,942,1027,97,1
1264,2,Steel Erection,Steel Erection Co,942,988,107,0
1264,3,Plumbing,Plumbing Co,1272,1195,83,0
1264,3,Carpentry,Carpentry Co,1272,1371,108,0
1264,4,HVAC,HVAC Co,942,890,89,0
1264,4,Carpentry,Carpentry Co,942,1026,77,1
1264,5,Carpentry,Carpentry Co,1083,993,97,0
1264,5,Excavation,Excavation Co,1083,974,54,0
1265,1,Steel Erection,Steel Erection Co,51,51,62,0
1265,1,Excavation,Excavation Co,51,51,88,0
1265,2,Plumbing,Plumbing Co,103,112,93,0
1265,2,Steel Erection,Steel Erection Co,103,109,86,0
1265,3,Electrical,Electrical Co,139,145,62,1
1265,3,Plumbing,Plumbing Co,139,151,76,0
1265,4,Concrete,Concrete Co,103,106,92,0
1265,4,Carpentry,Carpentry Co,103,105,94,0
1265,5,Finishes,Finishes Co,119,126,74,1
1265,5,HVAC,HVAC Co,119,129,91,0
1266,1,Carpentry,Carpentry Co,265,250,90,0
1266,1,Steel Erection,Steel Erection Co,265,252,109,0
1266,2,HVAC,HVAC Co,530,491,105,0
1266,2,Steel Erection,Steel Erection Co,530,561,83,0
1266,3,Finishes,Finishes Co,716,726,50,0
1266,3,Concrete,Concrete Co,716,709,95,0
1266,4,Electrical,Electrical Co,530,576,107,0
1266,4,Carpentry,Carpentry Co,530,553,59,0
1266,5,Finishes,Finishes Co,610,571,51,0
1266,5,Carpentry,Carpentry Co,610,615,72,1
1267,1,Plumbing,Plumbing Co,119,120,79,1
1267,1,Carpentry,Carpentry Co,119,114,106,0
1267,2,HVAC,HVAC Co,238,222,65,0
1267,2,Carpentry,Carpentry Co,238,254,108,0
1267,3,Finishes,Finishes Co,322,346,89,1
1267,3,Excavation,Excavation Co,322,318,94,0
1267,4,HVAC,HVAC Co,238,225,81,3
1267,4,Plumbing,Plumbing Co,238,243,52,0
1267,5,Steel Erection,Steel Erection Co,274,296,68,0
1267,5,Electrical,Electrical Co,274,294,63,1
1268,1,Excavation,Excavation Co,180,167,107,1
1268,1,Electrical,Electrical Co,180,178,74,0
1268,2,HVAC,HVAC Co,361,393,64,0
1268,2,Excavation,Excavation Co,361,365,79,0
1268,3,Finishes,Finishes Co,488,460,93,0
1268,3,Electrical,Electrical Co,488,468,102,0
1268,4,Plumbing,Plumbing Co,361,384,68,0
1268,4,Steel Erection,Steel Erection Co,361,350,61,0
1268,5,Finishes,Finishes Co,416,456,79,1
1268,5,Steel Erection,Steel Erection Co,416,429,63,1
1269,1,Finishes,Finishes Co,490,531,107,0
1269,1,Excavation,Excavation Co,490,535,77,0
1269,2,Finishes,Finishes Co,981,1071,55,0
1269,2,Carpentry,Carpentry Co,981,982,55,0
1269,3,Concrete,Concrete Co,1325,1241,81,0
1269,3,Plumbing,Plumbing Co,1325,1432,89,0
1269,4,Concrete,Concrete Co,981,915,95,0
1269,4,Electrical,Electrical Co,981,1052,102,0
1269,5,Electrical,Electrical Co,1129,1164,50,0
1269,5,Finishes,Finishes Co,1129,1211,84,1
1270,1,Carpentry,Carpentry Co,171,177,60,0
1270,1,Concrete,Concrete Co,171,158,107,0
1270,2,Steel Erection,Steel Erection Co,342,375,61,0
1270,2,HVAC,HVAC Co,342,344,69,0
1270,3,Excavation,Excavation Co,462,472,88,1
1270,3,Finishes,Finishes Co,462,464,52,1
1270,4,Plumbing,Plumbing Co,342,325,83,0
1270,4,Electrical,Electrical Co,342,326,108,0
1270,5,HVAC,HVAC Co,393,423,53,0
1270,5,Excavation,Excavation Co,393,418,51,1
1271,1,Plumbing,Plumbing Co,370,378,70,0
1271,1,HVAC,HVAC Co,370,378,79,0
1271,2,HVAC,HVAC Co,741,717,104,0
1271,2,Finishes,Finishes Co,741,700,61,0
1271,3,Concrete,Concrete Co,1000,1046,97,1
1271,3,Plumbing,Plumbing Co,1000,1084,71,0
1271,4,Excavation,Excavation Co,741,783,67,0
1271,4,HVAC,HVAC Co,741,697,74,0
1271,5,Finishes,Finishes Co,852,789,74,1
1271,5,Excavation,Excavation Co,852,835,81,0
1272,1,HVAC,HVAC Co,145,142,64,0
1272,1,Excavation,Excavation Co,145,136,55,1
1272,2,Carpentry,Carpentry Co,290,301,75,1
1272,2,Excavation,Excavation Co,290,291,76,0
1272,3,Steel Erection,Steel Erection Co,391,393,101,0
1272,3,Concrete,Concrete Co,391,376,53,2
1272,4,Carpentry,Carpentry Co,290,265,63,0
1272,4,Electrical,Electrical Co,290,272,109,0
1272,5,HVAC,HVAC Co,333,302,98,2
1272,5,Steel Erection,Steel Erection Co,333,332,93,0
1273,1,Plumbing,Plumbing Co,364,377,84,0
1273,1,Excavation,Excavation Co,364,335,108,0
1273,2,Electrical,Electrical Co,729,680,84,0
1273,2,Concrete,Concrete Co,729,670,109,0
1273,3,Electrical,Electrical Co,984,948,88,2
1273,3,Steel Erection,Steel Erection Co,984,1061,67,1
1273,4,Concrete,Concrete Co,729,704,91,0
1273,4,Carpentry,Carpentry Co,729,677,57,1
1273,5,Electrical,Electrical Co,838,762,74,1
1273,5,Finishes,Finishes Co,838,888,67,0
1274,1,Excavation,Excavation Co,363,352,81,0
1274,1,Electrical,Electrical Co,363,341,68,0
1274,2,Carpentry,Carpentry Co,727,689,91,0
1274,2,Finishes,Finishes Co,727,706,102,0
1274,3,Concrete,Concrete Co,982,1068,51,0
1274,3,Finishes,Finishes Co,982,1037,98,0
1274,4,Steel Erection,Steel Erection Co,727,704,62,0
1274,4,Carpentry,Carpentry Co,727,714,102,0
1274,5,Concrete,Concrete Co,837,904,64,0
1274,5,Excavation,Excavation Co,837,889,68,0
1275,1,Carpentry,Carpentry Co,94,98,91,0
1275,1,Steel Erection,Steel Erection Co,94,97,68,0
1275,2,Finishes,Finishes Co,188,195,84,0
1275,2,Excavation,Excavation Co,188,205,103,0
1275,3,Finishes,Finishes Co,254,261,60,0
1275,3,Excavation,Excavation Co,254,234,96,1
1275,4,Electrical,Electrical Co,188,183,81,1
1275,4,Plumbing,Plumbing Co,188,194,109,0
1275,5,Steel Erection,Steel Erection Co,216,231,88,0
1275,5,HVAC,HVAC Co,216,205,63,0
1276,1,Steel Erection,Steel Erection Co,166,156,103,0
1276,1,Carpentry,Carpentry Co,166,162,53,0
1276,2,Concrete,Concrete Co,333,364,103,0
1276,2,Finishes,Finishes Co,333,311,50,0
1276,3,HVAC,HVAC Co,450,416,101,0
1276,3,Excavation,Excavation Co,450,419,77,0
1276,4,Finishes,Finishes Co,333,300,97,1
1276,4,HVAC,HVAC Co,333,349,96,1
1276,5,Excavation,Excavation Co,384,398,56,0
1276,5,Concrete,Concrete Co,384,416,109,1
1277,1,Steel Erection,Steel Erection Co,447,457,108,0
1277,1,Concrete,Concrete Co,447,480,90,1
1277,2,Electrical,Electrical Co,895,817,63,0
1277,2,Concrete,Concrete Co,895,920,101,0
1277,3,Concrete,Concrete Co,1208,1151,107,1
1277,3,Carpentry,Carpentry Co,1208,1178,72,0
1277,4,Concrete,Concrete Co,895,807,99,0
1277,4,Carpentry,Carpentry Co,895,966,86,0
1277,5,Excavation,Excavation Co,1029,966,72,0
1277,5,Plumbing,Plumbing Co,1029,1002,102,0
1278,1,HVAC,HVAC Co,386,419,69,0
1278,1,Plumbing,Plumbing Co,386,366,81,0
1278,2,HVAC,HVAC Co,772,761,94,0
1278,2,Concrete,Concrete Co,772,783,58,0
1278,3,Carpentry,Carpentry Co,1042,963,59,0
1278,3,Finishes,Finishes Co,1042,1081,53,0
1278,4,Electrical,Electrical Co,772,808,81,1
1278,4,Steel Erection,Steel Erection Co,772,808,95,0
1278,5,Electrical,Electrical Co,887,947,101,0
1278,5,HVAC,HVAC Co,887,844,53,0
1279,1,Finishes,Finishes Co,445,432,79,0
1279,1,Carpentry,Carpentry Co,445,440,98,0
1279,2,HVAC,HVAC Co,891,902,84,0
1279,2,Electrical,Electrical Co,891,808,55,0
1279,3,Steel Erection,Steel Erection Co,1203,1174,98,0
1279,3,Electrical,Electrical Co,1203,1175,60,0
1279,4,Finishes,Finishes Co,891,944,93,0
1279,4,Plumbing,Plumbing Co,891,966,87,0
1279,5,Concrete,Concrete Co,1024,1034,76,0
1279,5,Electrical,Electrical Co,1024,976,64,1
1280,1,Finishes,Finishes Co,458,464,86,0
1280,1,Excavation,Excavation Co,458,493,73,0
1280,2,Finishes,Finishes Co,916,952,95,0
1280,2,Carpentry,Carpentry Co,916,946,104,0
1280,3,Carpentry,Carpentry Co,1236,1246,85,0
1280,3,Excavation,Excavation Co,1236,1339,66,0
1280,4,HVAC,HVAC Co,916,829,82,0
1280,4,Carpentry,Carpentry Co,916,881,66,0
1280,5,Steel Erection,Steel Erection Co,1053,1067,53,1
1280,5,Finishes,Finishes Co,1053,1051,108,0
1281,1,Finishes,Finishes Co,118,108,91,0
1281,1,Steel Erection,Steel Erection Co,118,117,81,2
1281,2,Steel Erection,Steel Erection Co,237,231,86,0
1281,2,HVAC,HVAC Co,237,250,91,0
1281,3,Plumbing,Plumbing Co,320,321,91,0
1281,3,HVAC,HVAC Co,320,331,84,0
1281,4,Steel Erection,Steel Erection Co,237,233,92,0
1281,4,Excavation,Excavation Co,237,234,98,0
1281,5,Concrete,Concrete Co,273,298,86,1
1281,5,Excavation,Excavation Co,273,291,85,0
1282,1,Concrete,Concrete Co,132,138,59,0
1282,1,Electrical,Electrical Co,132,144,79,0
1282,2,Steel Erection,Steel Erection Co,264,280,60,1
1282,2,Excavation,Excavation Co,264,246,54,0
1282,3,Plumbing,Plumbing Co,356,369,57,1
1282,3,Steel Erection,Steel Erection Co,356,354,98,0
1282,4,Carpentry,Carpentry Co,264,254,92,0
1282,4,Excavation,Excavation Co,264,245,53,0
1282,5,Steel Erection,Steel Erection Co,303,287,62,1
1282,5,Carpentry,Carpentry Co,303,305,96,0
1283,1,HVAC,HVAC Co,260,236,61,0
1283,1,Excavation,Excavation Co,260,250,85,2
1283,2,Carpentry,Carpentry Co,521,502,101,0
1283,2,Excavation,Excavation Co,521,531,62,0
1283,3,Finishes,Finishes Co,703,714,103,0
1283,3,HVAC,HVAC Co,703,749,90,0
1283,4,Carpentry,Carpentry Co,521,478,63,1
1283,4,Concrete,Concrete Co,521,470,62,1
1283,5,Steel Erection,Steel Erection Co,599,635,63,0
1283,5,Carpentry,Carpentry Co,599,546,109,0
1284,1,Steel Erection,Steel Erection Co,117,126,101,0
1284,1,Concrete,Concrete Co,117,115,75,0
1284,2,Electrical,Electrical Co,235,212,83,0
1284,2,Finishes,Finishes Co,235,254,63,1
1284,3,Carpentry,Carpentry Co,317,342,99,0
1284,3,Concrete,Concrete Co,317,298,62,0
1284,4,Excavation,Excavation Co,235,242,83,0
1284,4,Plumbing,Plumbing Co,235,239,56,0
1284,5,Plumbing,Plumbing Co,270,243,68,0
1284,5,Carpentry,Carpentry Co,270,286,77,0
1285,1,Plumbing,Plumbing Co,489,478,91,0
1285,1,HVAC,HVAC Co,489,474,69,0
1285,2,Steel Erection,Steel Erection Co,978,1075,109,0
1285,2,Finishes,Finishes Co,978,901,97,1
1285,3,Carpentry,Carpentry Co,1321,1265,63,0
1285,3,Excavation,Excavation Co,1321,1315,63,1
1285,4,Finishes,Finishes Co,978,993,84,0
1285,4,Excavation,Excavation Co,978,1009,70,0
1285,5,Carpentry,Carpentry Co,1125,1200,93,0
1285,5,Steel Erection,Steel Erection Co,1125,1120,100,0
1286,1,Concrete,Concrete Co,304,284,61,1
1286,1,HVAC,HVAC Co,304,291,100,0
1286,2,HVAC,HVAC Co,609,558,96,0
1286,2,Electrical,Electrical Co,609,634,93,0
1286,3,Plumbing,Plumbing Co,822,838,77,0
1286,3,Excavation,Excavation Co,822,855,61,0
1286,4,Finishes,Finishes Co,609,664,64,0
1286,4,Plumbing,Plumbing Co,609,566,81,0
1286,5,Steel Erection,Steel Erection Co,700,697,94,0
1286,5,Carpentry,Carpentry Co,700,695,108,0
1287,1,Electrical,Electrical Co,352,370,82,0
1287,1,Finishes,Finishes Co,352,335,57,1
1287,2,Plumbing,Plumbing Co,704,746,87,0
1287,2,HVAC,HVAC Co,704,748,99,0
1287,3,Steel Erection,Steel Erection Co,951,993,102,3
1287,3,HVAC,HVAC Co,951,960,56,0
1287,4,HVAC,HVAC Co,704,761,74,0
1287,4,Plumbing,Plumbing Co,704,676,100,0
1287,5,HVAC,HVAC Co,810,869,78,0
1287,5,Finishes,Finishes Co,810,820,82,0
1288,1,Steel Erection,Steel Erection Co,81,80,79,0
1288,1,Finishes,Finishes Co,81,83,72,0
1288,2,Electrical,Electrical Co,163,174,104,0
1288,2,Steel Erection,Steel Erection Co,163,155,57,0
1288,3,HVAC,HVAC Co,220,209,109,0
1288,3,Carpentry,Carpentry Co,220,217,70,0
1288,4,HVAC,HVAC Co,163,166,109,1
1288,4,Steel Erection,Steel Erection Co,163,177,79,0
1288,5,Concrete,Concrete Co,187,196,80,0
1288,5,Carpentry,Carpentry Co,187,169,57,0
1289,1,Excavation,Excavation Co,60,64,89,0
1289,1,Concrete,Concrete Co,60,65,75,0
1289,2,Excavation,Excavation Co,121,126,83,1
1289,2,Carpentry,Carpentry Co,121,112,108,1
1289,3,Carpentry,Carpentry Co,164,180,81,0
1289,3,Steel Erection,Steel Erection Co,164,152,55,0
1289,4,Concrete,Concrete Co,121,116,74,0
1289,4,Steel Erection,Steel Erection Co,121,126,109,0
1289,5,Plumbing,Plumbing Co,139,138,57,1
1289,5,Electrical,Electrical Co,139,128,91,1
1290,1,Concrete,Concrete Co,356,331,81,1
