project_id,phase_id,phase_name,planned_start,planned_end,actual_start,actual_end,planned_cost,actual_cost,planned_hours,actual_hours,weather_delay_days
1254,3,Structural,2004-08-27,2005-02-14,2004-08-27,2005-02-15 00:00:00,525401,555858,506,542,2
1254,4,Enclosure,2005-02-15,2005-08-07,2005-02-15,2005-08-12 00:00:00,337758,347800,375,393,1
1254,5,Interiors,2005-08-08,2006-01-09,2005-08-08,2006-01-06 00:00:00,375287,387330,431,446,4
1255,1,Site Prep,2002-12-12,2003-04-22,2002-12-12,2003-04-21 00:00:00,940163,1019801,940,900,2
1255,2,Foundation,2003-04-23,2003-07-31,2003-04-23,2003-07-27 00:00:00,2068359,2062690,1880,1877,3
1255,3,Structural,2003-08-01,2004-01-03,2003-08-01,2003-12-31 00:00:00,2632457,2558813,2538,2669,3
1255,4,Enclosure,2004-01-04,2004-05-29,2004-01-04,2004-05-29 00:00:00,1692294,1727318,1880,1907,0
1255,5,Interiors,2004-05-30,2004-10-29,2004-05-30,2004-10-25 00:00:00,1880326,1969802,2162,2119,3
1256,1,Site Prep,2008-08-25,2008-11-19,2008-08-25,2008-11-15 00:00:00,624817,588953,624,631,1
1256,2,Foundation,2008-11-20,2009-03-28,2008-11-20,2009-03-28 00:00:00,1374598,1402956,1249,1253,1
1256,3,Structural,2009-03-29,2009-06-27,2009-03-29,2009-07-05 00:00:00,1749489,1858765,1687,1750,0
1256,4,Enclosure,2009-06-28,2009-10-27,2009-06-28,2009-11-09 00:00:00,1124671,1119673,1249,1309,1
1256,5,Interiors,2009-10-28,2010-03-14,2009-10-28,2010-03-16 00:00:00,1249635,1273300,1437,1442,1
1257,1,Site Prep,2023-12-08,2024-02-29,2023-12-08,2024-03-10 00:00:00,821583,897185,821,814,0
1257,2,Foundation,2024-03-01,2024-05-27,2024-03-01,2024-05-29 00:00:00,1807484,1812431,1643,1604,2
1257,3,Structural,2024-05-28,2024-08-17,2024-05-28,2024-08-19 00:00:00,2300434,2212405,2218,2310,3
1257,4,Enclosure,2024-08-18,2024-11-04,2024-08-18,2024-11-16 00:00:00,1478850,1502860,1643,1636,1
1257,5,Interiors,2024-11-05,2025-01-01,2024-11-05,2024-12-31 00:00:00,1643167,1720334,1889,1947,1
1258,1,Site Prep,2004-04-11,2004-08-14,2004-04-11,2004-08-15 00:00:00,1400847,1426714,1400,1374,3
1258,2,Foundation,2004-08-15,2005-01-16,2004-08-15,2005-01-11 00:00:00,3081864,3309275,2801,2815,2
1258,3,Structural,2005-01-17,2005-05-13,2005-01-17,2005-05-23 00:00:00,3922372,4059409,3782,3881,6
1258,4,Enclosure,2005-05-14,2005-09-07,2005-05-14,2005-09-17 00:00:00,2521525,2656374,2801,2724,2
1258,5,Interiors,2005-09-08,2005-12-29,2005-09-08,2006-01-10 00:00:00,2801694,2792293,3221,3228,0
1259,1,Site Prep,2012-08-20,2012-11-28,2012-08-20,2012-12-10 00:00:00,1222448,1299432,1222,1252,1
1259,2,Foundation,2012-11-29,2013-04-02,2012-11-29,2013-04-06 00:00:00,2689386,2893735,2444,2546,3
1259,3,Structural,2013-04-03,2013-06-28,2013-04-03,2013-07-05 00:00:00,3422855,3542228,3300,3468,2
1259,4,Enclosure,2013-06-29,2013-10-15,2013-06-29,2013-10-13 00:00:00,2200407,2282043,2444,2445,4
1259,5,Interiors,2013-10-16,2014-02-25,2013-10-16,2014-02-24 00:00:00,2444897,2640143,2811,2778,0
1260,1,Site Prep,2012-04-29,2012-07-22,2012-04-29,2012-08-03 00:00:00,234249,244188,234,217,4
1260,2,Foundation,2012-07-23,2012-11-06,2012-07-23,2012-11-12 00:00:00,515348,521829,468,485,5
1260,3,Structural,2012-11-07,2013-02-10,2012-11-07,2013-02-21 00:00:00,655897,682912,632,621,0
1260,4,Enclosure,2013-02-11,2013-06-03,2013-02-11,2013-06-05 00:00:00,421648,439173,468,485,3
1260,5,Interiors,2013-06-04,2013-09-04,2013-06-04,2013-09-04 00:00:00,468498,495843,538,525,1
1261,1,Site Prep,2003-05-10,2003-08-06,2003-05-10,2003-08-20 00:00:00,393325,412175,393,389,5
1261,2,Foundation,2003-08-07,2003-11-24,2003-08-07,2003-12-08 00:00:00,865315,910784,786,803,4
1261,3,Structural,2003-11-25,2004-02-07,2003-11-25,2004-02-11 00:00:00,1101310,1148631,1061,1120,0
1261,4,Enclosure,2004-02-08,2004-04-24,2004-02-08,2004-04-27 00:00:00,707985,709967,786,748,2
1261,5,Interiors,2004-04-25,2004-07-26,2004-04-25,2004-07-25 00:00:00,786650,821243,904,899,0
1262,1,Site Prep,1999-09-23,2000-03-06,1999-09-23,2000-03-16 00:00:00,1466579,1465639,1466,1517,0
1262,2,Foundation,2000-03-07,2000-07-07,2000-03-07,2000-07-07 00:00:00,3226474,3374806,2933,2886,2
1262,3,Structural,2000-07-08,2000-12-18,2000-07-08,2000-12-21 00:00:00,4106422,4347663,3959,4139,0
1262,4,Enclosure,2000-12-19,2001-05-29,2000-12-19,2001-06-06 00:00:00,2639842,2747219,2933,3014,1
1262,5,Interiors,2001-05-30,2001-11-13,2001-05-30,2001-11-27 00:00:00,2933158,3045895,3373,3496,2
1263,1,Site Prep,2007-11-02,2008-02-06,2007-11-02,2008-02-09 00:00:00,664842,668377,664,676,2
1263,2,Foundation,2008-02-07,2008-04-15,2008-02-07,2008-04-10 00:00:00,1462653,1544139,1329,1373,3
1263,3,Structural,2008-04-16,2008-07-07,2008-04-16,2008-07-05 00:00:00,1861558,1871964,1795,1851,2
1263,4,Enclosure,2008-07-08,2008-09-05,2008-07-08,2008-09-08 00:00:00,1196716,1198113,1329,1283,0
1263,5,Interiors,2008-09-06,2008-11-29,2008-09-06,2008-12-01 00:00:00,1329684,1379115,1529,1585,0
1264,1,Site Prep,2004-07-31,2004-09-06,2004-07-31,2004-09-12 00:00:00,1413374,1489778,1413,1455,2
1264,2,Foundation,2004-09-07,2004-10-24,2004-09-07,2004-11-07 00:00:00,3109423,3188487,2826,2912,3
1264,3,Structural,2004-10-25,2004-12-11,2004-10-25,2004-12-22 00:00:00,3957448,4014663,3816,3754,0
1264,4,Enclosure,2004-12-12,2005-01-25,2004-12-12,2005-01-21 00:00:00,2544074,2557852,2826,2873,4
1264,5,Interiors,2005-01-26,2005-03-21,2005-01-26,2005-03-28 00:00:00,2826749,2881661,3250,3259,0
1265,1,Site Prep,2013-10-30,2014-02-13,2013-10-30,2014-02-19 00:00:00,155329,156357,155,160,0
1265,2,Foundation,2014-02-14,2014-06-09,2014-02-14,2014-06-15 00:00:00,341725,357236,310,310,1
1265,3,Structural,2014-06-10,2014-10-26,2014-06-10,2014-11-04 00:00:00,434922,436296,419,417,1
1265,4,Enclosure,2014-10-27,2015-02-21,2014-10-27,2015-02-24 00:00:00,279593,289053,310,321,2
1265,5,Interiors,2015-02-22,2015-07-24,2015-02-22,2015-07-23 00:00:00,310659,323225,357,363,0
1266,1,Site Prep,2002-12-02,2003-04-27,2002-12-02,2003-05-01 00:00:00,796101,806521,796,865,0
1266,2,Foundation,2003-04-28,2003-09-24,2003-04-28,2003-09-26 00:00:00,1751423,1798695,1592,1629,0
1266,3,Structural,2003-09-25,2004-02-03,2003-09-25,2004-02-08 00:00:00,2229083,2231818,2149,2262,1
1266,4,Enclosure,2004-02-04,2004-06-08,2004-02-04,2004-06-10 00:00:00,1432982,1540334,1592,1642,0
1266,5,Interiors,2004-06-09,2004-11-12,2004-06-09,2004-11-16 00:00:00,1592202,1632366,1831,1904,1
1267,1,Site Prep,2000-07-21,2000-10-06,2000-07-21,2000-10-06 00:00:00,357928,384607,357,371,0
1267,2,Foundation,2000-10-07,2001-01-28,2000-10-07,2001-01-24 00:00:00,787441,792490,715,731,3
1267,3,Structural,2001-01-29,2001-06-02,2001-01-29,2001-06-04 00:00:00,1002198,972035,966,957,1
1267,4,Enclosure,2001-06-03,2001-09-08,2001-06-03,2001-09-19 00:00:00,644270,657262,715,698,7
1267,5,Interiors,2001-09-09,2001-12-27,2001-09-09,2001-12-28 00:00:00,715856,698182,823,892,2
1268,1,Site Prep,2024-12-28,2025-02-25,2024-12-28,,542790,362189,542,335,0
1268,2,Foundation,2025-02-26,2025-05-08,2025-02-26,,1194138,754258,1085,660,0
1268,3,Structural,2025-05-09,2025-07-06,2025-05-09,,1519812,898518,1465,896,0
1268,4,Enclosure,2025-07-07,2025-10-03,2025-07-07,,977022,633773,1085,711,2
1268,5,Interiors,2025-10-04,2025-12-14,2025-10-04,,1085580,645440,1248,700,0
1269,1,Site Prep,2000-01-16,2000-03-17,2000-01-16,2000-03-24 00:00:00,1472877,1532633,1472,1464,1
1269,2,Foundation,2000-03-18,2000-04-30,2000-03-18,2000-04-28 00:00:00,3240330,3385326,2945,2966,3
1269,3,Structural,2000-05-01,2000-06-19,2000-05-01,2000-06-27 00:00:00,4124056,4300370,3976,4077,2
1269,4,Enclosure,2000-06-20,2000-07-31,2000-06-20,2000-08-01 00:00:00,2651179,2779496,2945,2903,1
1269,5,Interiors,2000-08-01,2000-10-02,2000-08-01,2000-09-27 00:00:00,2945754,3079909,3387,3327,0
1270,1,Site Prep,2009-05-09,2009-07-15,2009-05-09,2009-07-16 00:00:00,513900,553447,513,535,2
1270,2,Foundation,2009-07-16,2009-09-09,2009-07-16,2009-09-13 00:00:00,1130580,1138442,1027,1025,2
1270,3,Structural,2009-09-10,2009-11-22,2009-09-10,2009-11-27 00:00:00,1438920,1480562,1387,1424,0
1270,4,Enclosure,2009-11-23,2010-01-20,2009-11-23,2010-01-24 00:00:00,925020,971268,1027,1073,0
1270,5,Interiors,2010-01-21,2010-03-23,2010-01-21,2010-03-18 00:00:00,1027800,1116549,1181,1251,2
1271,1,Site Prep,2018-04-20,2018-08-23,2018-04-20,2018-08-27 00:00:00,1112123,1155094,1112,1137,6
1271,2,Foundation,2018-08-24,2018-11-28,2018-08-24,2018-12-02 00:00:00,2446671,2531708,2224,2439,2
1271,3,Structural,2018-11-29,2019-03-23,2018-11-29,2019-03-19 00:00:00,3113945,3164450,3002,3065,0
1271,4,Enclosure,2019-03-24,2019-07-03,2019-03-24,2019-07-10 00:00:00,2001821,2023457,2224,2177,2
1271,5,Interiors,2019-07-04,2019-10-04,2019-07-04,2019-10-02 00:00:00,2224246,2237585,2557,2673,0
1272,1,Site Prep,2000-04-24,2000-08-24,2000-04-24,2000-09-04 00:00:00,435003,436102,435,456,0
1272,2,Foundation,2000-08-25,2000-12-14,2000-08-25,2000-12-09 00:00:00,957007,987471,870,817,3
1272,3,Structural,2000-12-15,2001-04-27,2000-12-15,2001-05-07 00:00:00,1218009,1266402,1174,1212,3
1272,4,Enclosure,2001-04-28,2001-08-22,2001-04-28,2001-08-23 00:00:00,783005,821896,870,878,0
1272,5,Interiors,2001-08-23,2002-01-10,2001-08-23,2002-01-23 00:00:00,870006,893600,1000,998,1
1273,1,Site Prep,2006-08-29,2007-01-09,2006-08-29,2007-01-21 00:00:00,1094346,1095401,1094,1129,5
1273,2,Foundation,2007-01-10,2007-04-27,2007-01-10,2007-05-02 00:00:00,2407562,2524936,2188,2208,1
1273,3,Structural,2007-04-28,2007-08-25,2007-04-28,2007-08-22 00:00:00,3064171,3251379,2954,2977,0
1273,4,Enclosure,2007-08-26,2008-01-08,2007-08-26,2008-01-11 00:00:00,1969824,1925277,2188,2236,2
1273,5,Interiors,2008-01-09,2008-05-22,2008-01-09,2008-06-01 00:00:00,2188693,2256419,2516,2627,4
1274,1,Site Prep,2022-07-26,2022-11-20,2022-07-26,2022-11-30 00:00:00,1091837,1104676,1091,1104,3
1274,2,Foundation,2022-11-21,2023-02-23,2022-11-21,2023-02-27 00:00:00,2402041,2546294,2183,2220,8
1274,3,Structural,2023-02-24,2023-06-21,2023-02-24,2023-06-21 00:00:00,3057144,3222943,2947,2966,4
1274,4,Enclosure,2023-06-22,2023-09-20,2023-06-22,2023-10-03 00:00:00,1965306,2035348,2183,2297,0
1274,5,Interiors,2023-09-21,2023-12-08,2023-09-21,2023-12-18 00:00:00,2183674,2378858,2511,2542,1
1275,1,Site Prep,2001-05-07,2001-06-28,2001-05-07,2001-06-25 00:00:00,283012,297697,283,291,0
1275,2,Foundation,2001-06-29,2001-08-08,2001-06-29,2001-08-16 00:00:00,622626,649376,566,603,4
1275,3,Structural,2001-08-09,2001-09-26,2001-08-09,2001-09-22 00:00:00,792433,811310,764,795,4
1275,4,Enclosure,2001-09-27,2001-11-07,2001-09-27,2001-11-06 00:00:00,509421,539090,566,578,1
1275,5,Interiors,2001-11-08,2002-01-05,2001-11-08,2002-01-09 00:00:00,566024,596904,650,658,1
1276,1,Site Prep,2003-01-08,2003-06-08,2003-01-08,2003-06-13 00:00:00,500895,558417,500,513,3
1276,2,Foundation,2003-06-09,2003-11-04,2003-06-09,2003-11-05 00:00:00,1101970,1130631,1001,1033,0
1276,3,Structural,2003-11-05,2004-02-09,2003-11-05,2004-02-21 00:00:00,1402508,1443760,1352,1378,1
1276,4,Enclosure,2004-02-10,2004-06-12,2004-02-10,2004-06-23 00:00:00,901612,950636,1001,1041,0
1276,5,Interiors,2004-06-13,2004-10-12,2004-06-13,2004-10-16 00:00:00,1001791,1045948,1152,1182,2
1277,1,Site Prep,2015-09-15,2015-12-26,2015-09-15,2016-01-01 00:00:00,1342511,1367079,1342,1376,5
1277,2,Foundation,2015-12-27,2016-05-01,2015-12-27,2016-04-30 00:00:00,2953524,3223698,2685,2680,2
1277,3,Structural,2016-05-02,2016-09-04,2016-05-02,2016-09-03 00:00:00,3759031,3834366,3624,3560,1
1277,4,Enclosure,2016-09-05,2016-12-18,2016-09-05,2016-12-24 00:00:00,2416519,2447843,2685,2681,3
1277,5,Interiors,2016-12-19,2017-03-27,2016-12-19,2017-04-05 00:00:00,2685022,2789985,3087,3212,0
1278,1,Site Prep,2005-12-22,2006-03-09,2005-12-22,2006-03-06 00:00:00,1158056,1190841,1158,1260,4
1278,2,Foundation,2006-03-10,2006-06-21,2006-03-10,2006-06-21 00:00:00,2547724,2619928,2316,2390,1
1278,3,Structural,2006-06-22,2006-09-19,2006-06-22,2006-09-14 00:00:00,3242559,3129144,3126,3293,5
1278,4,Enclosure,2006-09-20,2006-12-04,2006-09-20,2006-12-04 00:00:00,2084502,2180608,2316,2183,3
1278,5,Interiors,2006-12-05,2007-03-10,2006-12-05,2007-03-08 00:00:00,2316113,2435460,2663,2710,4
1279,1,Site Prep,2018-06-10,2018-08-01,2018-06-10,2018-08-11 00:00:00,1336809,1370980,1336,1372,0
1279,2,Foundation,2018-08-02,2018-09-14,2018-08-02,2018-09-23 00:00:00,2940981,3207121,2673,2747,0
1279,3,Structural,2018-09-15,2018-11-19,2018-09-15,2018-11-23 00:00:00,3743067,3988600,3609,3608,3
1279,4,Enclosure,2018-11-20,2019-01-08,2018-11-20,2019-01-22 00:00:00,2406257,2366487,2673,2865,0
1279,5,Interiors,2019-01-09,2019-02-22,2019-01-09,2019-02-24 00:00:00,2673619,2806009,3074,3159,2
1280,1,Site Prep,2018-02-07,2018-06-11,2018-02-07,2018-06-11 00:00:00,1374248,1415645,1374,1413,0
1280,2,Foundation,2018-06-12,2018-10-11,2018-06-12,2018-10-11 00:00:00,3023345,3108654,2748,2857,0
1280,3,Structural,2018-10-12,2019-02-07,2018-10-12,2019-02-07 00:00:00,3847894,3960977,3710,3662,2
1280,4,Enclosure,2019-02-08,2019-06-16,2019-02-08,2019-06-26 00:00:00,2473646,2500612,2748,2922,2
1280,5,Interiors,2019-06-17,2019-10-01,2019-06-17,2019-10-03 00:00:00,2748496,2834524,3160,3243,0
1281,1,Site Prep,2012-05-22,2012-09-08,2012-05-22,2012-09-07 00:00:00,356355,347736,356,355,2
1281,2,Foundation,2012-09-09,2012-12-27,2012-09-09,2013-01-01 00:00:00,783982,817511,712,725,1
1281,3,Structural,2012-12-28,2013-04-02,2012-12-28,2013-03-31 00:00:00,997795,996682,962,963,0
1281,4,Enclosure,2013-04-03,2013-08-05,2013-04-03,2013-08-06 00:00:00,641440,671774,712,741,0
1281,5,Interiors,2013-08-06,2013-11-14,2013-08-06,2013-11-25 00:00:00,712711,703596,819,838,1
1282,1,Site Prep,2010-11-29,2011-03-27,2010-11-29,2011-03-31 00:00:00,396179,420023,396,402,1
1282,2,Foundation,2011-03-28,2011-08-10,2011-03-28,2011-08-22 00:00:00,871593,908074,792,856,0
1282,3,Structural,2011-08-11,2011-12-11,2011-08-11,2011-12-12 00:00:00,1109301,1143848,1069,1066,1
1282,4,Enclosure,2011-12-12,2012-05-07,2011-12-12,2012-05-20 00:00:00,713122,748605,792,842,2
1282,5,Interiors,2012-05-08,2012-10-01,2012-05-08,2012-09-28 00:00:00,792358,838319,911,852,0
1283,1,Site Prep,2011-06-13,2011-08-16,2011-06-13,2011-08-19 00:00:00,781654,750533,781,785,4
1283,2,Foundation,2011-08-17,2011-11-09,2011-08-17,2011-11-12 00:00:00,1719639,1719225,1563,1608,1
1283,3,Structural,2011-11-10,2012-02-09,2011-11-10,2012-02-14 00:00:00,2188631,2348998,2110,2089,1
1283,4,Enclosure,2012-02-10,2012-04-24,2012-02-10,2012-05-02 00:00:00,1406977,1435818,1563,1579,4
1283,5,Interiors,2012-04-25,2012-06-30,2012-04-25,2012-07-09 00:00:00,1563308,1542507,1797,1831,0
1284,1,Site Prep,2023-01-24,2023-04-26,2023-01-24,2023-04-30 00:00:00,353151,354045,353,366,2
1284,2,Foundation,2023-04-27,2023-06-28,2023-04-27,2023-07-08 00:00:00,776933,797232,706,748,2
1284,3,Structural,2023-06-29,2023-09-27,2023-06-29,2023-09-28 00:00:00,988824,982296,953,992,1
1284,4,Enclosure,2023-09-28,2023-12-01,2023-09-28,2023-11-29 00:00:00,635673,696797,706,728,1
1284,5,Interiors,2023-12-02,2024-02-02,2023-12-02,2024-02-09 00:00:00,706303,689987,812,835,2
1285,1,Site Prep,2013-07-27,2014-01-04,2013-07-27,2014-01-11 00:00:00,1468259,1529903,1468,1509,0
1285,2,Foundation,2014-01-05,2014-04-20,2014-01-05,2014-05-01 00:00:00,3230170,3515253,2936,2972,1
1285,3,Structural,2014-04-21,2014-08-17,2014-04-21,2014-08-23 00:00:00,4111126,4352927,3964,3865,1
1285,4,Enclosure,2014-08-18,2014-12-10,2014-08-18,2014-12-18 00:00:00,2642866,2664940,2936,2917,2
1285,5,Interiors,2014-12-11,2015-05-05,2014-12-11,2015-05-13 00:00:00,2936518,2875611,3376,3537,0
1286,1,Site Prep,2014-11-09,2014-12-23,2014-11-09,2015-01-06 00:00:00,913691,936564,913,931,0
1286,2,Foundation,2014-12-24,2015-02-08,2014-12-24,2015-02-12 00:00:00,2010120,2144636,1827,1835,2
1286,3,Structural,2015-02-09,2015-03-18,2015-02-09,2015-03-31 00:00:00,2558334,2664665,2466,2434,0
1286,4,Enclosure,2015-03-19,2015-05-18,2015-03-19,2015-06-01 00:00:00,1644643,1686976,1827,1807,4
1286,5,Interiors,2015-05-19,2015-07-01,2015-05-19,2015-07-04 00:00:00,1827382,1911320,2101,2220,0
1287,1,Site Prep,2023-09-07,2024-01-09,2023-09-07,2024-01-21 00:00:00,1057389,1098387,1057,1090,0
1287,2,Foundation,2024-01-10,2024-05-27,2024-01-10,2024-05-28 00:00:00,2326257,2407815,2114,2204,0
1287,3,Structural,2024-05-28,2024-10-21,2024-05-28,2024-10-29 00:00:00,2960691,3138358,2854,2895,4
1287,4,Enclosure,2024-10-22,2025-01-28,2024-10-22,2025-02-10 00:00:00,1903301,1953986,2114,2142,1
1287,5,Interiors,2025-01-29,2025-07-07,2025-01-29,2025-07-16 00:00:00,2114779,2173737,2431,2455,1
1288,1,Site Prep,2013-04-13,2013-05-30,2013-04-13,2013-06-13 00:00:00,244739,255303,244,252,0
1288,2,Foundation,2013-05-31,2013-08-03,2013-05-31,2013-08-17 00:00:00,538427,565147,489,471,0
1288,3,Structural,2013-08-04,2013-09-26,2013-08-04,2013-10-10 00:00:00,685271,714070,660,666,3
1288,4,Enclosure,2013-09-27,2013-11-22,2013-09-27,2013-11-22 00:00:00,440531,465552,489,532,2
1288,5,Interiors,2013-11-23,2014-01-29,2013-11-23,2014-02-01 00:00:00,489479,468743,562,550,2
1289,1,Site Prep,2020-07-17,2020-10-02,2020-07-17,2020-10-02 00:00:00,182454,185733,182,188,5
1289,2,Foundation,2020-10-03,2020-12-20,2020-10-03,2021-01-01 00:00:00,401399,423670,364,382,0
1289,3,Structural,2020-12-21,2021-03-27,2020-12-21,2021-03-25 00:00:00,510871,514399,492,522,0
1289,4,Enclosure,2021-03-28,2021-06-23,2021-03-28,2021-07-01 00:00:00,328417,347491,364,378,4
1289,5,Interiors,2021-06-24,2021-09-09,2021-06-24,2021-09-22 00:00:00,364908,380538,419,424,3
1290,1,Site Prep,2023-07-30,2023-09-30,2023-07-30,2023-09-30 00:00:00,1070630,1078123,1070,1109,1
1290,2,Foundation,2023-10-01,2023-11-20,2023-10-01,2023-11-17 00:00:00,2355387,2462501,2141,2127,4
1290,3,Structural,2023-11-21,2024-01-11,2023-11-21,2024-01-20 00:00:00,2997766,3301845,2890,3021,0
1290,4,Enclosure,2024-01-12,2024-03-15,2024-01-12,2024-03-22 00:00:00,1927135,1973113,2141,2178,0
1290,5,Interiors,2024-03-16,2024-05-20,2024-03-16,2024-05-25 00:00:00,2141261,2131242,2462,2586,3
1291,1,Site Prep,2017-09-01,2017-12-19,2017-09-01,2017-12-21 00:00:00,1389883,1472651,1389,1475,3
1291,2,Foundation,2017-12-20,2018-04-02,2017-12-20,2018-04-03 00:00:00,3057744,3188367,2779,2732,0
1291,3,Structural,2018-04-03,2018-07-20,2018-04-03,2018-07-25 00:00:00,3891674,4038603,3752,3907,4
1291,4,Enclosure,2018-07-21,2018-11-03,2018-07-21,2018-11-13 00:00:00,2501790,2541995,2779,2786,6
1291,5,Interiors,2018-11-04,2019-02-24,2018-11-04,2019-02-20 00:00:00,2779767,2715199,3196,3115,1
1292,1,Site Prep,2020-10-06,2021-01-07,2020-10-06,2021-01-12 00:00:00,304309,310019,304,298,1
1292,2,Foundation,2021-01-08,2021-03-22,2021-01-08,2021-04-02 00:00:00,669480,700333,608,643,5
1292,3,Structural,2021-03-23,2021-06-05,2021-03-23,2021-06-07 00:00:00,852066,849263,821,805,0
1292,4,Enclosure,2021-06-06,2021-09-03,2021-06-06,2021-09-07 00:00:00,547756,581084,608,596,0
1292,5,Interiors,2021-09-04,2021-12-18,2021-09-04,2021-12-17 00:00:00,608618,631365,699,759,2
1293,1,Site Prep,2017-06-19,2017-09-18,2017-06-19,2017-09-18 00:00:00,760832,760196,760,751,3
1293,2,Foundation,2017-09-19,2017-12-25,2017-09-19,2018-01-02 00:00:00,1673831,1691530,1521,1563,0
1293,3,Structural,2017-12-26,2018-04-05,2017-12-26,2018-04-17 00:00:00,2130331,2270935,2054,2080,2
1293,4,Enclosure,2018-04-06,2018-07-24,2018-04-06,2018-07-22 00:00:00,1369498,1360571,1521,1526,2
1293,5,Interiors,2018-07-25,2018-11-26,2018-07-25,2018-11-27 00:00:00,1521665,1613871,1749,1768,2
1294,1,Site Prep,2023-05-10,2023-08-21,2023-05-10,2023-08-21 00:00:00,609920,616829,609,635,2
1294,2,Foundation,2023-08-22,2024-01-19,2023-08-22,2024-01-29 00:00:00,1341824,1360602,1219,1270,2
1294,3,Structural,2024-01-20,2024-05-24,2024-01-20,2024-05-21 00:00:00,1707776,1679654,1646,1783,3
1294,4,Enclosure,2024-05-25,2024-09-03,2024-05-25,2024-09-09 00:00:00,1097856,1112558,1219,1303,1
1294,5,Interiors,2024-09-04,2025-01-25,2024-09-04,2025-01-29 00:00:00,1219840,1350579,1402,1416,4
1295,1,Site Prep,2000-01-21,2000-04-15,2000-01-21,2000-04-22 00:00:00,590224,612076,590,613,3
1295,2,Foundation,2000-04-16,2000-08-01,2000-04-16,2000-08-01 00:00:00,1298493,1343181,1180,1171,5
1295,3,Structural,2000-08-02,2000-11-12,2000-08-02,2000-11-26 00:00:00,1652627,1755414,1593,1671,0
1295,4,Enclosure,2000-11-13,2001-02-16,2000-11-13,2001-02-19 00:00:00,1062403,1052696,1180,1234,0
1295,5,Interiors,2001-02-17,2001-06-10,2001-02-17,2001-06-16 00:00:00,1180448,1198055,1357,1393,1
1296,1,Site Prep,2002-09-20,2003-01-22,2002-09-20,2003-01-24 00:00:00,470054,481870,470,465,1
1296,2,Foundation,2003-01-23,2003-06-16,2003-01-23,2003-06-17 00:00:00,1034120,1066203,940,987,0
1296,3,Structural,2003-06-17,2003-10-14,2003-06-17,2003-10-11 00:00:00,1316152,1356832,1269,1253,3
1296,4,Enclosure,2003-10-15,2004-02-25,2003-10-15,2004-02-25 00:00:00,846098,889592,940,933,3
1296,5,Interiors,2004-02-26,2004-06-04,2004-02-26,2004-06-10 00:00:00,940109,898285,1081,1111,0
1297,1,Site Prep,2014-06-13,2014-10-06,2014-06-13,2014-10-14 00:00:00,1321353,1349235,1321,1323,2
1297,2,Foundation,2014-10-07,2015-02-10,2014-10-07,2015-02-20 00:00:00,2906977,3036553,2642,2710,0
1297,3,Structural,2015-02-11,2015-05-20,2015-02-11,2015-05-19 00:00:00,3699789,3860440,3567,3557,4
1297,4,Enclosure,2015-05-21,2015-09-18,2015-05-21,2015-09-13 00:00:00,2378435,2518445,2642,2643,0
1297,5,Interiors,2015-09-19,2016-01-09,2015-09-19,2016-01-05 00:00:00,2642706,2788121,3039,3125,0
1298,1,Site Prep,2008-11-16,2009-04-06,2008-11-16,2009-04-07 00:00:00,201896,213782,201,213,4
1298,2,Foundation,2009-04-07,2009-08-24,2009-04-07,2009-08-28 00:00:00,444172,449679,403,416,2
1298,3,Structural,2009-08-25,2010-01-22,2009-08-25,2010-01-26 00:00:00,565310,581412,545,563,4
1298,4,Enclosure,2010-01-23,2010-05-23,2010-01-23,2010-05-24 00:00:00,363414,374212,403,422,2
1298,5,Interiors,2010-05-24,2010-10-18,2010-05-24,2010-10-22 00:00:00,403793,415203,464,474,0
1299,1,Site Prep,2012-02-19,2012-04-12,2012-02-19,2012-04-11 00:00:00,1139943,1158768,1139,1179,2
1299,2,Foundation,2012-04-13,2012-06-12,2012-04-13,2012-06-14 00:00:00,2507875,2587655,2279,2420,5
1299,3,Structural,2012-06-13,2012-08-06,2012-06-13,2012-08-15 00:00:00,3191841,3370302,3077,3008,0
1299,4,Enclosure,2012-08-07,2012-10-08,2012-08-07,2012-10-17 00:00:00,2051898,2183360,2279,2354,2
1299,5,Interiors,2012-10-09,2012-12-14,2012-10-09,2012-12-16 00:00:00,2279886,2443450,2621,2549,3
1300,1,Site Prep,2005-04-18,2005-07-19,2005-04-18,2005-07-14 00:00:00,347164,350843,347,350,2
1300,2,Foundation,2005-07-20,2005-10-02,2005-07-20,2005-10-08 00:00:00,763761,816429,694,729,3
1300,3,Structural,2005-10-03,2006-01-11,2005-10-03,2006-01-13 00:00:00,972059,977748,937,952,0
1300,4,Enclosure,2006-01-12,2006-03-27,2006-01-12,2006-03-24 00:00:00,624895,655000,694,687,1
1300,5,Interiors,2006-03-28,2006-07-06,2006-03-28,2006-07-12 00:00:00,694328,700914,798,829,0
1301,1,Site Prep,2001-07-04,2001-09-25,2001-07-04,2001-09-20 00:00:00,961401,1011436,961,997,0
1301,2,Foundation,2001-09-26,2001-12-08,2001-09-26,2001-12-21 00:00:00,2115083,2014388,1922,2065,2
1301,3,Structural,2001-12-09,2002-02-24,2001-12-09,2002-03-07 00:00:00,2691923,2822418,2595,2644,0
1301,4,Enclosure,2002-02-25,2002-05-07,2002-02-25,2002-05-16 00:00:00,1730522,1758244,1922,1994,2
1301,5,Interiors,2002-05-08,2002-07-06,2002-05-08,2002-07-14 00:00:00,1922802,1958159,2211,2177,7
