project_id,phase_id,supplier,item,qty,planned_cost,actual_cost,delivery_date,delivery_delay_days
1247,5,RapidSupply,Lumber,95,15752,18359,2011-05-03,0
1247,5,MetroBuild,Lumber,68,19655,20926,2011-05-03,1
1248,1,RapidSupply,Concrete,45,12261,15364,2002-01-11,3
1248,1,MetroBuild,Concrete,50,8362,13372,2002-01-11,0
1248,2,RapidSupply,Steel,20,9625,26759,2002-04-22,1
1248,2,MetroBuild,Lumber,55,16304,26004,2002-04-22,0
1248,3,RapidSupply,Lumber,29,23231,16472,2002-07-21,2
1248,3,RapidSupply,Concrete,59,24999,12846,2002-07-21,2
1248,4,RapidSupply,Concrete,21,11934,13223,2002-10-20,1
1248,4,MetroBuild,Lumber,48,13005,15469,2002-10-20,1
1248,5,NorthStar Materials,Lumber,60,24069,19637,2003-01-07,2
1248,5,Cascade Steel,Steel,74,18438,15121,2003-01-07,4
1249,1,NorthStar Materials,Lumber,21,12849,27527,2010-03-11,0
1249,1,NorthStar Materials,Lumber,70,15233,17446,2010-03-11,0
1249,2,NorthStar Materials,Concrete,95,8933,9440,2010-06-06,5
1249,2,NorthStar Materials,Lumber,30,15704,26869,2010-06-06,2
1249,3,MetroBuild,Lumber,82,9100,21400,2010-08-28,5
1249,3,Cascade Steel,Lumber,55,18136,24140,2010-08-28,3
1249,4,RapidSupply,Steel,29,11955,11720,2010-11-17,2
1249,4,RapidSupply,Lumber,49,17667,11918,2010-11-17,1
1249,5,MetroBuild,Steel,56,13533,27290,2011-02-14,2
1249,5,NorthStar Materials,Lumber,96,9013,26425,2011-02-14,2
1250,1,NorthStar Materials,Steel,84,19743,8809,2018-05-22,3
1250,1,MetroBuild,Concrete,77,20549,26119,2018-05-22,5
1250,2,Cascade Steel,Steel,87,16224,10827,2018-07-02,1
1250,2,MetroBuild,Lumber,70,14016,10892,2018-07-02,0
1250,3,MetroBuild,Lumber,21,10609,25577,2018-08-10,3
1250,3,RapidSupply,Lumber,79,20103,19410,2018-08-10,3
1250,4,MetroBuild,Lumber,36,20058,18028,2018-10-07,1
1250,4,Cascade Steel,Lumber,45,20881,10124,2018-10-07,3
1250,5,NorthStar Materials,Concrete,41,11451,23315,2018-12-09,3
1250,5,Cascade Steel,Steel,59,11453,21243,2018-12-09,3
1251,1,MetroBuild,Lumber,84,9428,24132,2020-09-29,2
1251,1,RapidSupply,Concrete,86,22888,18779,2020-09-29,2
1251,2,Cascade Steel,Concrete,40,24840,27216,2020-11-29,3
1251,2,MetroBuild,Lumber,36,10794,16038,2020-11-29,0
1251,3,NorthStar Materials,Lumber,76,16154,10493,2021-01-26,4
1251,3,Cascade Steel,Concrete,20,20721,24956,2021-01-26,3
1251,4,Cascade Steel,Lumber,99,22185,13196,2021-03-29,4
1251,4,MetroBuild,Concrete,21,24825,9084,2021-03-29,4
1251,5,Cascade Steel,Steel,31,15642,26898,2021-06-19,4
1251,5,Cascade Steel,Lumber,92,12746,25596,2021-06-19,0
1252,1,RapidSupply,Concrete,92,15283,18107,2010-10-19,1
1252,1,Cascade Steel,Concrete,47,19269,18762,2010-10-19,5
1252,2,NorthStar Materials,Concrete,87,9502,20979,2011-02-13,4
1252,2,Cascade Steel,Steel,63,23060,20899,2011-02-13,0
1252,3,MetroBuild,Concrete,27,19871,23838,2011-05-11,4
1252,3,NorthStar Materials,Steel,68,13814,18682,2011-05-11,1
1252,4,MetroBuild,Steel,31,16739,12479,2011-08-02,3
1252,4,Cascade Steel,Steel,24,15511,27319,2011-08-02,2
1252,5,MetroBuild,Concrete,21,9313,10094,2011-10-28,4
1252,5,RapidSupply,Steel,44,8535,12534,2011-10-28,3
1253,1,MetroBuild,Steel,81,16260,11383,2018-11-03,0
1253,1,Cascade Steel,Steel,61,14448,16680,2018-11-03,0
1253,2,NorthStar Materials,Steel,80,23459,12837,2019-01-23,2
1253,2,RapidSupply,Lumber,98,24961,20656,2019-01-23,0
1253,3,MetroBuild,Lumber,41,15055,15737,2019-03-13,4
1253,3,MetroBuild,Concrete,70,10610,25530,2019-03-13,4
1253,4,NorthStar Materials,Lumber,60,20175,17244,2019-05-07,1
1253,4,RapidSupply,Lumber,58,12611,11035,2019-05-07,3
1253,5,MetroBuild,Concrete,62,23201,22782,2019-07-03,1
1253,5,RapidSupply,Lumber,52,17706,14181,2019-07-03,0
1254,1,NorthStar Materials,Concrete,91,10811,26683,2003-09-28,1
1254,1,RapidSupply,Lumber,40,13146,16126,2003-09-28,3
1254,2,NorthStar Materials,Lumber,97,18835,20451,2004-03-20,0
1254,2,RapidSupply,Steel,99,20167,18325,2004-03-20,1
1254,3,Cascade Steel,Concrete,70,19220,18656,2004-08-27,4
1254,3,RapidSupply,Concrete,90,16583,12545,2004-08-27,4
1254,4,NorthStar Materials,Concrete,99,15848,14552,2005-02-15,4
1254,4,Cascade Steel,Lumber,68,22471,21386,2005-02-15,5
1254,5,Cascade Steel,Concrete,97,22196,13291,2005-08-08,0
1254,5,Cascade Steel,Lumber,26,16662,18316,2005-08-08,0
1255,1,NorthStar Materials,Concrete,32,13003,22814,2002-12-12,2
1255,1,MetroBuild,Lumber,85,11021,9034,2002-12-12,3
1255,2,NorthStar Materials,Concrete,64,24235,17319,2003-04-23,3
1255,2,RapidSupply,Steel,58,19232,18979,2003-04-23,3
1255,3,Cascade Steel,Concrete,50,20428,21976,2003-08-01,2
1255,3,Cascade Steel,Concrete,40,10415,17045,2003-08-01,2
1255,4,MetroBuild,Lumber,31,8634,9031,2004-01-04,2
1255,4,MetroBuild,Steel,29,13644,10232,2004-01-04,0
1255,5,RapidSupply,Concrete,87,9229,24784,2004-05-30,0
1255,5,Cascade Steel,Steel,73,14207,22860,2004-05-30,3
1256,1,MetroBuild,Steel,56,21141,20368,2008-08-25,4
1256,1,MetroBuild,Lumber,49,22702,24923,2008-08-25,5
1256,2,MetroBuild,Lumber,95,19360,17280,2008-11-20,5
1256,2,NorthStar Materials,Steel,73,22788,18770,2008-11-20,4
1256,3,NorthStar Materials,Concrete,37,18761,9107,2009-03-29,0
1256,3,RapidSupply,Concrete,98,17573,11312,2009-03-29,0
1256,4,Cascade Steel,Lumber,61,8275,20824,2009-06-28,4
1256,4,MetroBuild,Lumber,76,22971,18149,2009-06-28,2
1256,5,Cascade Steel,Lumber,99,14581,16241,2009-10-28,2
1256,5,RapidSupply,Lumber,33,8403,11173,2009-10-28,1
1257,1,MetroBuild,Steel,33,18806,18680,2023-12-08,2
1257,1,MetroBuild,Steel,99,19509,27882,2023-12-08,4
1257,2,Cascade Steel,Concrete,59,18911,22687,2024-03-01,5
1257,2,MetroBuild,Lumber,70,8232,18169,2024-03-01,1
1257,3,Cascade Steel,Concrete,37,14150,9622,2024-05-28,5
1257,3,MetroBuild,Steel,48,21411,13762,2024-05-28,4
1257,4,MetroBuild,Concrete,22,10645,16537,2024-08-18,4
1257,4,NorthStar Materials,Steel,65,17828,26701,2024-08-18,3
1257,5,MetroBuild,Concrete,67,15651,26527,2024-11-05,1
1257,5,Cascade Steel,Concrete,98,22140,16995,2024-11-05,4
1258,1,Cascade Steel,Lumber,41,24024,21074,2004-04-11,0
1258,1,NorthStar Materials,Lumber,28,23334,17403,2004-04-11,2
1258,2,Cascade Steel,Steel,39,23967,12938,2004-08-15,2
1258,2,RapidSupply,Lumber,76,24578,21187,2004-08-15,0
1258,3,RapidSupply,Steel,81,11264,19587,2005-01-17,5
1258,3,RapidSupply,Lumber,48,10680,8645,2005-01-17,2
1258,4,Cascade Steel,Concrete,45,15736,16623,2005-05-14,4
1258,4,NorthStar Materials,Lumber,53,8578,21037,2005-05-14,2
1258,5,NorthStar Materials,Steel,51,11935,8825,2005-09-08,1
1258,5,NorthStar Materials,Steel,73,10497,11085,2005-09-08,4
1259,1,RapidSupply,Lumber,95,8681,20316,2012-08-20,1
1259,1,MetroBuild,Concrete,89,18456,25529,2012-08-20,0
1259,2,MetroBuild,Concrete,86,8691,16210,2012-11-29,5
1259,2,NorthStar Materials,Steel,41,9125,20607,2012-11-29,1
1259,3,MetroBuild,Steel,29,20067,20944,2013-04-03,3
1259,3,MetroBuild,Lumber,73,15333,19372,2013-04-03,5
1259,4,Cascade Steel,Steel,71,16796,15700,2013-06-29,0
1259,4,RapidSupply,Lumber,74,20374,18294,2013-06-29,1
1259,5,RapidSupply,Concrete,78,18794,15864,2013-10-16,3
1259,5,RapidSupply,Concrete,80,9180,25188,2013-10-16,0
1260,1,NorthStar Materials,Lumber,82,19726,24137,2012-04-29,3
1260,1,NorthStar Materials,Lumber,33,23496,19090,2012-04-29,4
1260,2,RapidSupply,Steel,26,22053,12311,2012-07-23,2
1260,2,RapidSupply,Lumber,25,10472,9055,2012-07-23,0
1260,3,Cascade Steel,Lumber,47,12381,22859,2012-11-07,1
1260,3,NorthStar Materials,Steel,99,10106,12859,2012-11-07,5
1260,4,Cascade Steel,Concrete,86,23754,18063,2013-02-11,3
1260,4,MetroBuild,Concrete,48,9688,21206,2013-02-11,2
1260,5,NorthStar Materials,Concrete,21,19215,24891,2013-06-04,3
1260,5,NorthStar Materials,Steel,33,9008,13609,2013-06-04,4
1261,1,Cascade Steel,Concrete,26,22945,13971,2003-05-10,1
1261,1,RapidSupply,Steel,87,11050,10084,2003-05-10,3
1261,2,NorthStar Materials,Steel,41,13482,18582,2003-08-07,2
1261,2,Cascade Steel,Concrete,69,9430,18062,2003-08-07,1
1261,3,RapidSupply,Lumber,76,15483,24619,2003-11-25,3
1261,3,Cascade Steel,Steel,45,20848,24824,2003-11-25,4
1261,4,MetroBuild,Steel,89,9560,13039,2004-02-08,1
1261,4,NorthStar Materials,Concrete,42,22140,25772,2004-02-08,3
1261,5,Cascade Steel,Steel,32,10910,25841,2004-04-25,4
1261,5,Cascade Steel,Concrete,43,9679,23486,2004-04-25,4
1262,1,RapidSupply,Concrete,43,8281,13175,1999-09-23,2
1262,1,NorthStar Materials,Lumber,91,9716,23697,1999-09-23,2
1262,2,MetroBuild,Concrete,25,13589,11900,2000-03-07,0
1262,2,MetroBuild,Lumber,61,19127,24679,2000-03-07,0
1262,3,Cascade Steel,Lumber,31,24765,17603,2000-07-08,5
1262,3,NorthStar Materials,Steel,97,9233,8518,2000-07-08,0
1262,4,Cascade Steel,Steel,67,10483,13086,2000-12-19,0
1262,4,NorthStar Materials,Lumber,34,22595,16274,2000-12-19,2
1262,5,MetroBuild,Concrete,33,18979,26191,2001-05-30,1
1262,5,MetroBuild,Steel,51,16258,24244,2001-05-30,3
1263,1,Cascade Steel,Concrete,87,21774,14870,2007-11-02,1
1263,1,RapidSupply,Steel,54,21429,9258,2007-11-02,4
1263,2,NorthStar Materials,Lumber,89,14179,23272,2008-02-07,0
1263,2,Cascade Steel,Steel,87,8437,24729,2008-02-07,1
1263,3,RapidSupply,Concrete,56,22210,9292,2008-04-16,5
1263,3,RapidSupply,Lumber,89,22587,16091,2008-04-16,5
1263,4,Cascade Steel,Lumber,68,18760,16932,2008-07-08,5
1263,4,NorthStar Materials,Lumber,48,16717,19636,2008-07-08,0
1263,5,Cascade Steel,Lumber,95,11166,18750,2008-09-06,2
1263,5,MetroBuild,Concrete,31,22033,25976,2008-09-06,0
1264,1,MetroBuild,Steel,60,23411,13074,2004-07-31,2
1264,1,Cascade Steel,Steel,34,8347,17596,2004-07-31,3
1264,2,NorthStar Materials,Concrete,91,21599,12430,2004-09-07,0
1264,2,NorthStar Materials,Steel,84,12686,22616,2004-09-07,1
1264,3,Cascade Steel,Lumber,70,21745,26028,2004-10-25,4
1264,3,RapidSupply,Lumber,72,21606,17066,2004-10-25,0
1264,4,RapidSupply,Concrete,62,18843,19964,2004-12-12,2
1264,4,MetroBuild,Steel,76,16498,14123,2004-12-12,0
1264,5,RapidSupply,Concrete,94,10775,16452,2005-01-26,2
1264,5,RapidSupply,Concrete,43,9699,21720,2005-01-26,4
1265,1,RapidSupply,Lumber,74,16377,17005,2013-10-30,2
1265,1,MetroBuild,Steel,29,10366,9119,2013-10-30,2
1265,2,MetroBuild,Lumber,24,22163,22840,2014-02-14,3
1265,2,Cascade Steel,Lumber,70,22351,12880,2014-02-14,4
1265,3,Cascade Steel,Concrete,64,17616,9119,2014-06-10,4
1265,3,Cascade Steel,Steel,29,19531,16916,2014-06-10,3
1265,4,RapidSupply,Concrete,32,12304,14194,2014-10-27,1
1265,4,NorthStar Materials,Lumber,41,16921,19860,2014-10-27,2
1265,5,Cascade Steel,Concrete,79,22652,18802,2015-02-22,4
1265,5,RapidSupply,Concrete,87,18178,14526,2015-02-22,4
1266,1,MetroBuild,Concrete,69,8105,16374,2002-12-02,0
1266,1,NorthStar Materials,Concrete,22,12424,10073,2002-12-02,1
1266,2,MetroBuild,Lumber,73,21376,15838,2003-04-28,3
1266,2,Cascade Steel,Lumber,21,18760,8501,2003-04-28,3
1266,3,MetroBuild,Steel,79,11573,9438,2003-09-25,2
1266,3,NorthStar Materials,Lumber,82,24336,17680,2003-09-25,4
1266,4,Cascade Steel,Steel,96,9024,24645,2004-02-04,5
1266,4,MetroBuild,Concrete,88,23758,19141,2004-02-04,2
1266,5,Cascade Steel,Steel,39,10006,22889,2004-06-09,4
1266,5,Cascade Steel,Concrete,61,24249,21067,2004-06-09,5
1267,1,RapidSupply,Lumber,80,22116,21277,2000-07-21,4
1267,1,NorthStar Materials,Lumber,24,12046,8540,2000-07-21,1
1267,2,NorthStar Materials,Steel,77,13139,27919,2000-10-07,0
1267,2,Cascade Steel,Lumber,47,17894,17853,2000-10-07,2
1267,3,RapidSupply,Steel,29,14269,13702,2001-01-29,4
1267,3,RapidSupply,Lumber,40,10150,21159,2001-01-29,0
1267,4,Cascade Steel,Concrete,30,23670,23467,2001-06-03,5
1267,4,RapidSupply,Steel,65,13218,19191,2001-06-03,3
1267,5,NorthStar Materials,Lumber,69,20201,9475,2001-09-09,4
1267,5,MetroBuild,Concrete,74,16127,12488,2001-09-09,5
1268,1,RapidSupply,Steel,91,11048,18810,2024-12-28,1
1268,1,Cascade Steel,Steel,94,13817,21870,2024-12-28,3
1268,2,RapidSupply,Concrete,45,10328,21432,2025-02-26,4
1268,2,RapidSupply,Steel,56,23504,15429,2025-02-26,2
1268,3,RapidSupply,Steel,52,20969,24061,2025-05-09,1
1268,3,NorthStar Materials,Steel,29,18585,20027,2025-05-09,5
1268,4,NorthStar Materials,Lumber,37,8251,17325,2025-07-07,4
1268,4,RapidSupply,Concrete,46,8362,23348,2025-07-07,2
1268,5,RapidSupply,Lumber,53,21280,13461,2025-10-04,2
1268,5,NorthStar Materials,Concrete,55,21150,20310,2025-10-04,1
1269,1,NorthStar Materials,Concrete,96,23702,15644,2000-01-16,0
1269,1,RapidSupply,Lumber,29,18938,16450,2000-01-16,0
1269,2,MetroBuild,Concrete,70,22841,16816,2000-03-18,0
1269,2,MetroBuild,Lumber,95,16637,15539,2000-03-18,2
1269,3,MetroBuild,Steel,22,20974,26981,2000-05-01,5
1269,3,Cascade Steel,Concrete,69,15239,13594,2000-05-01,1
1269,4,MetroBuild,Concrete,49,21579,8595,2000-06-20,5
1269,4,RapidSupply,Lumber,54,20935,9751,2000-06-20,3
1269,5,RapidSupply,Concrete,20,17407,10608,2000-08-01,0
1269,5,MetroBuild,Concrete,47,9718,16334,2000-08-01,3
1270,1,NorthStar Materials,Concrete,66,10263,23704,2009-05-09,5
1270,1,Cascade Steel,Concrete,29,8142,15339,2009-05-09,5
1270,2,Cascade Steel,Concrete,53,22462,11955,2009-07-16,4
1270,2,RapidSupply,Lumber,57,13777,10323,2009-07-16,3
1270,3,NorthStar Materials,Concrete,98,21442,22942,2009-09-10,1
1270,3,Cascade Steel,Steel,92,8727,15874,2009-09-10,2
1270,4,NorthStar Materials,Lumber,30,24650,20907,2009-11-23,2
1270,4,Cascade Steel,Concrete,56,19305,11386,2009-11-23,3
1270,5,MetroBuild,Steel,49,24080,9275,2010-01-21,2
1270,5,Cascade Steel,Concrete,50,9936,20878,2010-01-21,5
1271,1,NorthStar Materials,Lumber,37,14092,20489,2018-04-20,3
1271,1,MetroBuild,Concrete,34,8729,25754,2018-04-20,3
1271,2,NorthStar Materials,Concrete,85,15055,23286,2018-08-24,4
1271,2,NorthStar Materials,Steel,85,19638,14338,2018-08-24,0
1271,3,NorthStar Materials,Concrete,21,17122,9112,2018-11-29,2
1271,3,NorthStar Materials,Steel,29,18063,27373,2018-11-29,2
1271,4,NorthStar Materials,Concrete,59,21442,23506,2019-03-24,3
1271,4,RapidSupply,Steel,93,10661,23919,2019-03-24,0
1271,5,MetroBuild,Steel,49,23344,23120,2019-07-04,5
1271,5,RapidSupply,Concrete,33,8453,19550,2019-07-04,0
1272,1,Cascade Steel,Concrete,71,22406,10670,2000-04-24,2
1272,1,MetroBuild,Lumber,34,9577,12292,2000-04-24,2
1272,2,NorthStar Materials,Lumber,55,9220,11908,2000-08-25,4
1272,2,NorthStar Materials,Lumber,34,19837,13395,2000-08-25,5
1272,3,RapidSupply,Lumber,66,9960,21494,2000-12-15,3
1272,3,Cascade Steel,Concrete,30,21095,18922,2000-12-15,1
1272,4,NorthStar Materials,Concrete,80,22602,24373,2001-04-28,1
1272,4,NorthStar Materials,Concrete,60,14809,20434,2001-04-28,2
1272,5,NorthStar Materials,Lumber,27,22848,20382,2001-08-23,0
1272,5,Cascade Steel,Concrete,45,12388,24776,2001-08-23,0
1273,1,MetroBuild,Concrete,94,20228,27265,2006-08-29,2
1273,1,Cascade Steel,Concrete,85,11001,13261,2006-08-29,3
1273,2,RapidSupply,Concrete,20,10443,23201,2007-01-10,1
1273,2,NorthStar Materials,Lumber,50,24915,8705,2007-01-10,1
1273,3,Cascade Steel,Concrete,87,16039,20248,2007-04-28,0
1273,3,Cascade Steel,Concrete,60,12071,19157,2007-04-28,3
1273,4,NorthStar Materials,Lumber,90,14614,27445,2007-08-26,1
1273,4,RapidSupply,Lumber,37,8855,13641,2007-08-26,1
1273,5,RapidSupply,Steel,97,20415,25667,2008-01-09,4
1273,5,MetroBuild,Lumber,64,16102,21528,2008-01-09,1
1274,1,MetroBuild,Steel,29,19366,18219,2022-07-26,3
1274,1,Cascade Steel,Lumber,80,23623,16259,2022-07-26,5
1274,2,MetroBuild,Steel,25,16563,24616,2022-11-21,5
1274,2,MetroBuild,Lumber,80,16485,27894,2022-11-21,4
1274,3,MetroBuild,Steel,64,18478,26004,2023-02-24,0
1274,3,Cascade Steel,Concrete,20,20016,15484,2023-02-24,0
1274,4,NorthStar Materials,Lumber,91,11180,16560,2023-06-22,3
1274,4,MetroBuild,Lumber,85,17276,22968,2023-06-22,0
1274,5,MetroBuild,Concrete,49,24159,15107,2023-09-21,1
1274,5,Cascade Steel,Lumber,88,11282,17865,2023-09-21,0
1275,1,MetroBuild,Steel,77,20351,11615,2001-05-07,4
1275,1,Cascade Steel,Steel,98,13495,16145,2001-05-07,1
1275,2,MetroBuild,Concrete,67,19732,22989,2001-06-29,0
1275,2,NorthStar Materials,Steel,93,10369,9600,2001-06-29,3
1275,3,Cascade Steel,Steel,55,24033,22225,2001-08-09,4
1275,3,RapidSupply,Steel,93,16878,24797,2001-08-09,2
1275,4,NorthStar Materials,Lumber,89,24934,18265,2001-09-27,1
1275,4,NorthStar Materials,Steel,99,18992,12761,2001-09-27,2
1275,5,NorthStar Materials,Steel,40,9031,9691,2001-11-08,4
1275,5,Cascade Steel,Steel,80,12551,19274,2001-11-08,3
1276,1,NorthStar Materials,Concrete,51,20301,16974,2003-01-08,3
1276,1,MetroBuild,Lumber,95,20538,25918,2003-01-08,3
1276,2,Cascade Steel,Steel,39,24002,16142,2003-06-09,4
1276,2,Cascade Steel,Concrete,26,23215,9833,2003-06-09,2
1276,3,Cascade Steel,Lumber,67,10127,14241,2003-11-05,4
1276,3,MetroBuild,Steel,22,18455,14956,2003-11-05,2
1276,4,RapidSupply,Steel,61,20373,27581,2004-02-10,5
1276,4,RapidSupply,Concrete,57,23150,20713,2004-02-10,2
1276,5,NorthStar Materials,Steel,48,13510,24780,2004-06-13,0
1276,5,RapidSupply,Lumber,96,8278,21833,2004-06-13,2
1277,1,Cascade Steel,Lumber,29,13263,17430,2015-09-15,3
1277,1,MetroBuild,Steel,78,19601,9894,2015-09-15,0
1277,2,MetroBuild,Lumber,99,16076,20144,2015-12-27,1
1277,2,NorthStar Materials,Concrete,97,14766,25062,2015-12-27,0
1277,3,MetroBuild,Lumber,38,15503,15010,2016-05-02,2
1277,3,RapidSupply,Concrete,73,20652,18172,2016-05-02,2
1277,4,MetroBuild,Lumber,98,24981,18102,2016-09-05,4
1277,4,NorthStar Materials,Steel,32,9159,22034,2016-09-05,5
1277,5,MetroBuild,Steel,59,17211,9451,2016-12-19,0
1277,5,RapidSupply,Lumber,40,24268,18721,2016-12-19,4
1278,1,MetroBuild,Concrete,58,22769,12335,2005-12-22,4
1278,1,MetroBuild,Steel,97,14487,11505,2005-12-22,5
1278,2,RapidSupply,Lumber,38,9893,25221,2006-03-10,0
1278,2,RapidSupply,Lumber,65,14986,19855,2006-03-10,4
1278,3,NorthStar Materials,Lumber,59,24643,9354,2006-06-22,5
1278,3,NorthStar Materials,Lumber,98,8796,22191,2006-06-22,4
1278,4,RapidSupply,Steel,27,21370,13321,2006-09-20,4
1278,4,MetroBuild,Steel,52,13220,26604,2006-09-20,0
1278,5,Cascade Steel,Concrete,37,16892,15391,2006-12-05,3
1278,5,RapidSupply,Lumber,53,21180,27617,2006-12-05,5
1279,1,MetroBuild,Concrete,23,17146,9366,2018-06-10,3
1279,1,NorthStar Materials,Concrete,62,10174,18263,2018-06-10,2
1279,2,Cascade Steel,Concrete,41,19336,17216,2018-08-02,3
1279,2,RapidSupply,Steel,24,14942,9461,2018-08-02,2
1279,3,NorthStar Materials,Concrete,57,20912,9904,2018-09-15,4
1279,3,NorthStar Materials,Concrete,48,23360,24569,2018-09-15,2
1279,4,MetroBuild,Lumber,59,21332,24009,2018-11-20,1
1279,4,NorthStar Materials,Lumber,28,17931,26835,2018-11-20,2
1279,5,MetroBuild,Concrete,73,14832,8558,2019-01-09,0
1279,5,NorthStar Materials,Concrete,74,9007,25181,2019-01-09,1
1280,1,MetroBuild,Concrete,99,16497,10456,2018-02-07,3
1280,1,NorthStar Materials,Concrete,38,12815,15570,2018-02-07,0
1280,2,Cascade Steel,Lumber,73,21995,14484,2018-06-12,0
1280,2,MetroBuild,Lumber,49,18770,13961,2018-06-12,5
1280,3,Cascade Steel,Lumber,53,21803,12166,2018-10-12,1
1280,3,MetroBuild,Lumber,49,22808,14345,2018-10-12,4
1280,4,MetroBuild,Lumber,68,15595,23899,2019-02-08,1
1280,4,RapidSupply,Steel,91,22372,14787,2019-02-08,2
1280,5,MetroBuild,Steel,78,12977,24533,2019-06-17,3
1280,5,Cascade Steel,Steel,48,17283,9458,2019-06-17,1
1281,1,MetroBuild,Steel,95,16594,18549,2012-05-22,1
1281,1,Cascade Steel,Lumber,84,23751,14354,2012-05-22,2
1281,2,Cascade Steel,Steel,32,17205,16773,2012-09-09,4
1281,2,RapidSupply,Concrete,32,23773,10754,2012-09-09,3
1281,3,Cascade Steel,Concrete,64,11748,9650,2012-12-28,3
1281,3,Cascade Steel,Concrete,93,15673,8900,2012-12-28,0
1281,4,NorthStar Materials,Concrete,85,23954,13743,2013-04-03,1
1281,4,MetroBuild,Concrete,69,15800,8720,2013-04-03,2
1281,5,NorthStar Materials,Concrete,71,15128,15537,2013-08-06,2
1281,5,NorthStar Materials,Lumber,87,23127,25277,2013-08-06,1
1282,1,Cascade Steel,Steel,68,17186,16516,2010-11-29,1
1282,1,Cascade Steel,Lumber,78,18520,14182,2010-11-29,2
1282,2,RapidSupply,Concrete,39,19461,16356,2011-03-28,2
1282,2,RapidSupply,Steel,58,21993,14466,2011-03-28,2
1282,3,RapidSupply,Steel,51,23336,15475,2011-08-11,0
1282,3,MetroBuild,Steel,66,18515,21397,2011-08-11,5
1282,4,NorthStar Materials,Steel,65,14826,18831,2011-12-12,5
1282,4,MetroBuild,Concrete,38,9120,11845,2011-12-12,2
1282,5,RapidSupply,Steel,84,10304,10103,2012-05-08,4
1282,5,RapidSupply,Lumber,68,24270,25692,2012-05-08,0
1283,1,NorthStar Materials,Lumber,44,12356,22644,2011-06-13,2
1283,1,MetroBuild,Concrete,70,17672,17854,2011-06-13,3
1283,2,MetroBuild,Lumber,60,19425,12234,2011-08-17,3
1283,2,NorthStar Materials,Lumber,69,8206,26302,2011-08-17,3
1283,3,NorthStar Materials,Lumber,20,11683,17466,2011-11-10,4
1283,3,NorthStar Materials,Concrete,29,8017,14445,2011-11-10,1
1283,4,RapidSupply,Concrete,60,17912,11735,2012-02-10,4
1283,4,Cascade Steel,Concrete,27,22238,21185,2012-02-10,0
1283,5,NorthStar Materials,Steel,55,12194,10710,2012-04-25,1
1283,5,RapidSupply,Concrete,23,16904,9890,2012-04-25,4
1284,1,NorthStar Materials,Concrete,46,10533,12017,2023-01-24,1
1284,1,RapidSupply,Lumber,37,18653,11831,2023-01-24,4
1284,2,MetroBuild,Concrete,80,10244,11992,2023-04-27,2
1284,2,Cascade Steel,Steel,21,14958,26486,2023-04-27,1
1284,3,RapidSupply,Lumber,28,15226,23282,2023-06-29,2
1284,3,Cascade Steel,Lumber,23,24683,24026,2023-06-29,5
1284,4,NorthStar Materials,Steel,60,13355,23197,2023-09-28,0
1284,4,MetroBuild,Steel,84,20969,13516,2023-09-28,0
1284,5,MetroBuild,Steel,56,19790,21838,2023-12-02,5
1284,5,RapidSupply,Concrete,69,21898,14098,2023-12-02,3
1285,1,RapidSupply,Lumber,56,12878,26874,2013-07-27,1
1285,1,MetroBuild,Lumber,83,16309,21738,2013-07-27,0
1285,2,Cascade Steel,Steel,57,17836,26416,2014-01-05,1
1285,2,RapidSupply,Concrete,35,8486,27705,2014-01-05,2
1285,3,MetroBuild,Steel,68,23966,20820,2014-04-21,2
1285,3,NorthStar Materials,Steel,23,20561,20690,2014-04-21,5
1285,4,NorthStar Materials,Concrete,93,24031,20396,2014-08-18,3
1285,4,MetroBuild,Concrete,58,14114,22744,2014-08-18,4
1285,5,MetroBuild,Steel,53,20834,26825,2014-12-11,5
1285,5,Cascade Steel,Concrete,37,15174,9088,2014-12-11,0
1286,1,RapidSupply,Steel,37,22312,12634,2014-11-09,4
1286,1,MetroBuild,Lumber,25,13177,23700,2014-11-09,2
1286,2,RapidSupply,Steel,40,12490,13233,2014-12-24,1
1286,2,RapidSupply,Concrete,90,22554,11837,2014-12-24,2
1286,3,MetroBuild,Lumber,23,20359,24077,2015-02-09,3
1286,3,RapidSupply,Lumber,84,21683,9095,2015-02-09,5
1286,4,MetroBuild,Steel,41,11730,12186,2015-03-19,2
1286,4,RapidSupply,Concrete,96,13953,13325,2015-03-19,3
1286,5,NorthStar Materials,Steel,53,24134,22480,2015-05-19,3
1286,5,Cascade Steel,Steel,42,18382,16205,2015-05-19,4
1287,1,MetroBuild,Steel,97,15663,16898,2023-09-07,3
1287,1,Cascade Steel,Concrete,67,8595,11169,2023-09-07,2
1287,2,Cascade Steel,Concrete,33,19278,14731,2024-01-10,4
1287,2,MetroBuild,Lumber,53,8303,13632,2024-01-10,1
1287,3,MetroBuild,Concrete,27,10025,15734,2024-05-28,4
1287,3,NorthStar Materials,Concrete,32,12648,10159,2024-05-28,0
1287,4,Cascade Steel,Lumber,81,22793,17817,2024-10-22,3
1287,4,MetroBuild,Steel,87,16263,22773,2024-10-22,1
1287,5,NorthStar Materials,Concrete,92,21124,26141,2025-01-29,0
1287,5,Cascade Steel,Concrete,24,9916,26250,2025-01-29,1
1288,1,RapidSupply,Lumber,71,24015,19536,2013-04-13,5
1288,1,RapidSupply,Lumber,95,21315,19384,2013-04-13,2
1288,2,RapidSupply,Concrete,37,23438,20852,2013-05-31,2
