project_id,phase_id,co_id,co_cost,co_reason,date
1231,2,CO-1231-2-425,32898,Design revision,2021-01-29
1231,2,CO-1231-2-551,16024,Scope change,2021-02-11
1231,4,CO-1231-4-360,33100,Client request,2021-05-06
1231,5,CO-1231-5-807,35938,Client request,2021-06-07
1231,5,CO-1231-5-792,18657,Unforeseen conditions,2021-06-12
1232,3,CO-1232-3-450,48100,Design revision,1998-11-26
1232,4,CO-1232-4-269,22407,Design revision,1999-05-15
1232,5,CO-1232-5-406,15899,Scope change,1999-10-23
1233,5,CO-1233-5-240,35848,Unforeseen conditions,1998-12-25
1234,1,CO-1234-1-134,29328,Client request,2002-04-11
1234,1,CO-1234-1-883,14139,Client request,2002-04-06
1234,2,CO-1234-2-502,17789,Client request,2002-05-26
1234,3,CO-1234-3-944,36801,Unforeseen conditions,2002-08-04
1234,3,CO-1234-3-965,42524,Unforeseen conditions,2002-08-16
1234,4,CO-1234-4-188,26040,Design revision,2002-10-04
1234,4,CO-1234-4-962,17907,Scope change,2002-09-30
1235,3,CO-1235-3-609,31109,Client request,2002-03-07
1235,3,CO-1235-3-436,45509,Design revision,2002-03-11
1235,5,CO-1235-5-283,22727,Client request,2002-09-07
1236,3,CO-1236-3-336,13276,Scope change,2010-07-09
1236,4,CO-1236-4-507,35734,Client request,2010-08-26
1237,2,CO-1237-2-993,31239,Unforeseen conditions,2009-02-08
1237,2,CO-1237-2-541,43022,Client request,2009-02-09
1237,5,CO-1237-5-577,12633,Unforeseen conditions,2009-10-12
1237,5,CO-1237-5-233,44399,Scope change,2009-10-16
1238,4,CO-1238-4-972,32842,Unforeseen conditions,2000-09-06
1238,4,CO-1238-4-755,16249,Scope change,2000-09-06
1238,5,CO-1238-5-698,38848,Scope change,2001-01-19
1240,1,CO-1240-1-796,16750,Scope change,2001-05-04
1240,1,CO-1240-1-145,32976,Design revision,2001-05-03
1240,2,CO-1240-2-500,13617,Scope change,2001-07-19
1240,5,CO-1240-5-537,28515,Unforeseen conditions,2002-03-23
1241,1,CO-1241-1-497,22961,Unforeseen conditions,2010-06-10
1241,1,CO-1241-1-246,20729,Client request,2010-06-19
1241,2,CO-1241-2-165,41439,Client request,2010-09-14
1241,2,CO-1241-2-832,28918,Scope change,2010-09-20
1241,5,CO-1241-5-231,46112,Unforeseen conditions,2011-06-05
1241,5,CO-1241-5-302,14136,Unforeseen conditions,2011-06-06
1242,1,CO-1242-1-348,26740,Scope change,2012-06-25
1242,3,CO-1242-3-358,19409,Design revision,2013-02-06
1243,1,CO-1243-1-695,15505,Client request,2014-12-10
1243,4,CO-1243-4-398,26921,Unforeseen conditions,2016-02-02
1243,5,CO-1243-5-153,38262,Client request,2016-05-25
1243,5,CO-1243-5-632,46938,Design revision,2016-05-29
1244,1,CO-1244-1-597,14484,Unforeseen conditions,2015-07-18
1244,2,CO-1244-2-922,43500,Scope change,2015-12-15
1244,3,CO-1244-3-247,21738,Unforeseen conditions,2016-03-29
1245,1,CO-1245-1-995,13407,Client request,2003-01-09
1245,3,CO-1245-3-142,46699,Design revision,2003-10-07
1245,5,CO-1245-5-412,16761,Client request,2004-06-16
1246,2,CO-1246-2-257,48476,Design revision,2005-11-02
1246,4,CO-1246-4-495,39740,Design revision,2006-06-18
1247,2,CO-1247-2-392,36827,Unforeseen conditions,2010-07-06
1247,2,CO-1247-2-903,39927,Unforeseen conditions,2010-07-14
1248,1,CO-1248-1-643,21088,Unforeseen conditions,2002-01-22
1248,1,CO-1248-1-661,19872,Unforeseen conditions,2002-02-04
1249,3,CO-1249-3-924,15839,Client request,2010-09-21
1249,4,CO-1249-4-787,37126,Design revision,2010-12-09
1250,1,CO-1250-1-819,41329,Design revision,2018-06-02
1250,1,CO-1250-1-836,46272,Unforeseen conditions,2018-06-12
1250,2,CO-1250-2-186,14823,Unforeseen conditions,2018-07-27
1250,3,CO-1250-3-140,30235,Design revision,2018-08-22
1250,3,CO-1250-3-566,14277,Design revision,2018-09-08
1250,5,CO-1250-5-275,13329,Client request,2018-12-27
1251,1,CO-1251-1-243,40706,Client request,2020-10-18
1251,2,CO-1251-2-649,23069,Scope change,2020-12-17
1251,3,CO-1251-3-405,26110,Scope change,2021-02-11
1251,3,CO-1251-3-843,23856,Client request,2021-02-21
1251,5,CO-1251-5-690,11973,Client request,2021-07-15
1251,5,CO-1251-5-830,44936,Client request,2021-07-03
1251,5,CO-1251-5-928,31592,Scope change,2021-07-04
1252,2,CO-1252-2-781,13838,Design revision,2011-03-13
1253,2,CO-1253-2-914,41878,Scope change,2019-02-06
1254,1,CO-1254-1-967,29688,Client request,2003-10-18
1254,3,CO-1254-3-384,18469,Scope change,2004-09-19
1254,5,CO-1254-5-842,43956,Scope change,2005-09-05
1254,5,CO-1254-5-922,14853,Design revision,2005-08-20
1255,3,CO-1255-3-630,25789,Design revision,2003-08-11
1255,3,CO-1255-3-776,38771,Scope change,2003-08-12
1255,4,CO-1255-4-837,15304,Unforeseen conditions,2004-01-16
1255,4,CO-1255-4-793,29592,Design revision,2004-02-02
1255,5,CO-1255-5-963,15064,Client request,2004-06-18
1255,5,CO-1255-5-223,35411,Unforeseen conditions,2004-06-23
1255,5,CO-1255-5-165,23177,Design revision,2004-06-13
1257,2,CO-1257-2-298,46879,Unforeseen conditions,2024-03-11
1257,2,CO-1257-2-408,31458,Unforeseen conditions,2024-03-20
1257,3,CO-1257-3-588,18020,Client request,2024-06-22
1257,3,CO-1257-3-534,35251,Unforeseen conditions,2024-06-20
1257,4,CO-1257-4-173,38884,Unforeseen conditions,2024-09-07
1257,4,CO-1257-4-875,49056,Design revision,2024-09-14
1257,5,CO-1257-5-546,27326,Unforeseen conditions,2024-11-17
1258,2,CO-1258-2-340,49860,Unforeseen conditions,2004-09-03
1258,2,CO-1258-2-244,21185,Scope change,2004-09-08
1258,3,CO-1258-3-760,17390,Scope change,2005-01-28
1258,4,CO-1258-4-948,28102,Unforeseen conditions,2005-06-02
1258,5,CO-1258-5-191,45210,Design revision,2005-09-27
1259,1,CO-1259-1-629,30606,Design revision,2012-09-04
1259,3,CO-1259-3-358,30458,Design revision,2013-04-27
1259,4,CO-1259-4-372,15834,Scope change,2013-07-23
1259,5,CO-1259-5-550,40981,Design revision,2013-10-30
1260,1,CO-1260-1-155,32124,Unforeseen conditions,2012-05-24
1260,2,CO-1260-2-889,42048,Client request,2012-08-10
1260,4,CO-1260-4-139,18586,Client request,2013-03-04
1260,5,CO-1260-5-569,39059,Unforeseen conditions,2013-06-28
1261,1,CO-1261-1-799,19822,Unforeseen conditions,2003-05-25
1261,3,CO-1261-3-195,44794,Scope change,2003-12-16
1261,4,CO-1261-4-747,10881,Design revision,2004-02-22
1261,5,CO-1261-5-628,26060,Design revision,2004-05-15
1262,1,CO-1262-1-993,28724,Scope change,1999-10-08
1262,4,CO-1262-4-326,35857,Client request,2001-01-08
1262,4,CO-1262-4-369,24017,Unforeseen conditions,2001-01-13
1262,4,CO-1262-4-301,12254,Client request,2001-01-12
1262,5,CO-1262-5-597,32198,Scope change,2001-06-23
1263,2,CO-1263-2-710,21868,Design revision,2008-02-23
1263,4,CO-1263-4-654,33803,Design revision,2008-07-28
1264,4,CO-1264-4-959,46311,Client request,2004-12-22
1264,4,CO-1264-4-633,20376,Client request,2005-01-04
1264,5,CO-1264-5-930,33591,Client request,2005-02-17
1265,2,CO-1265-2-779,33057,Scope change,2014-03-03
1265,2,CO-1265-2-443,46658,Client request,2014-03-01
1265,4,CO-1265-4-415,20904,Client request,2014-11-14
1265,5,CO-1265-5-180,46394,Unforeseen conditions,2015-03-23
1266,1,CO-1266-1-488,24119,Scope change,2002-12-15
1266,3,CO-1266-3-975,34390,Client request,2003-10-08
1266,3,CO-1266-3-785,26735,Design revision,2003-10-19
1267,1,CO-1267-1-741,45900,Scope change,2000-08-12
1267,1,CO-1267-1-652,44838,Client request,2000-08-08
1267,1,CO-1267-1-155,48442,Client request,2000-08-19
1267,1,CO-1267-1-960,30869,Design revision,2000-08-07
1267,4,CO-1267-4-664,28305,Scope change,2001-06-22
1269,2,CO-1269-2-393,28276,Unforeseen conditions,2000-04-03
1269,3,CO-1269-3-181,11398,Unforeseen conditions,2000-05-17
1269,4,CO-1269-4-667,33990,Unforeseen conditions,2000-07-09
1269,5,CO-1269-5-652,28829,Design revision,2000-08-28
1270,1,CO-1270-1-788,13103,Client request,2009-05-31
1270,2,CO-1270-2-396,35894,Scope change,2009-07-29
1270,3,CO-1270-3-646,29966,Design revision,2009-09-27
1271,3,CO-1271-3-337,23299,Unforeseen conditions,2018-12-24
1271,3,CO-1271-3-292,29588,Scope change,2018-12-10
1271,3,CO-1271-3-939,24462,Design revision,2018-12-14
1271,4,CO-1271-4-424,48070,Design revision,2019-04-03
1272,1,CO-1272-1-230,18553,Client request,2000-05-07
1272,5,CO-1272-5-224,43715,Client request,2001-09-07
1273,1,CO-1273-1-198,27509,Design revision,2006-09-11
1273,1,CO-1273-1-616,21508,Scope change,2006-09-10
1273,2,CO-1273-2-800,44366,Design revision,2007-02-07
1273,3,CO-1273-3-487,43160,Scope change,2007-05-26
1273,3,CO-1273-3-946,20437,Scope change,2007-05-18
1273,4,CO-1273-4-715,25105,Unforeseen conditions,2007-09-10
1273,4,CO-1273-4-870,31197,Scope change,2007-09-12
1273,5,CO-1273-5-514,21680,Client request,2008-01-24
1274,1,CO-1274-1-542,18010,Scope change,2022-08-22
1274,1,CO-1274-1-610,30059,Unforeseen conditions,2022-08-09
1275,2,CO-1275-2-582,45159,Design revision,2001-07-21
1275,5,CO-1275-5-526,46757,Design revision,2001-11-18
1276,4,CO-1276-4-479,30038,Client request,2004-02-22
1276,4,CO-1276-4-679,45000,Unforeseen conditions,2004-02-24
1276,5,CO-1276-5-966,48222,Design revision,2004-07-11
1276,5,CO-1276-5-660,46058,Design revision,2004-07-01
1277,3,CO-1277-3-220,26509,Scope change,2016-05-29
1277,3,CO-1277-3-601,33209,Design revision,2016-05-15
1277,4,CO-1277-4-650,20315,Design revision,2016-10-04
1277,5,CO-1277-5-638,27854,Scope change,2016-12-30
1278,2,CO-1278-2-699,48359,Unforeseen conditions,2006-04-04
1278,2,CO-1278-2-256,16425,Scope change,2006-04-08
1278,3,CO-1278-3-971,26331,Client request,2006-07-05
1278,3,CO-1278-3-387,11193,Unforeseen conditions,2006-07-12
1278,4,CO-1278-4-391,38894,Scope change,2006-10-01
1278,5,CO-1278-5-543,49534,Design revision,2006-12-31
1279,1,CO-1279-1-812,15662,Client request,2018-06-20
1279,4,CO-1279-4-896,42700,Client request,2018-12-08
1280,1,CO-1280-1-992,15831,Scope change,2018-02-27
1280,2,CO-1280-2-164,44476,Scope change,2018-06-26
1280,4,CO-1280-4-128,42613,Client request,2019-03-07
1280,4,CO-1280-4-215,21638,Unforeseen conditions,2019-02-18
1280,5,CO-1280-5-580,42675,Unforeseen conditions,2019-07-10
1280,5,CO-1280-5-365,38610,Client request,2019-07-04
1281,1,CO-1281-1-246,30608,Client request,2012-06-14
1281,1,CO-1281-1-884,41273,Design revision,2012-06-05
1281,1,CO-1281-1-874,10350,Client request,2012-06-05
1281,2,CO-1281-2-722,48327,Scope change,2012-09-30
1281,3,CO-1281-3-153,47241,Unforeseen conditions,2013-01-13
1281,4,CO-1281-4-776,34173,Client request,2013-04-28
1282,1,CO-1282-1-855,45086,Design revision,2010-12-22
1282,4,CO-1282-4-358,11801,Design revision,2012-01-03
1282,4,CO-1282-4-606,49302,Client request,2011-12-30
1282,4,CO-1282-4-125,19448,Client request,2011-12-29
1283,1,CO-1283-1-513,48175,Client request,2011-07-12
1283,1,CO-1283-1-391,42559,Scope change,2011-06-27
1283,1,CO-1283-1-833,16470,Design revision,2011-07-02
1283,1,CO-1283-1-272,36243,Unforeseen conditions,2011-07-09
1283,2,CO-1283-2-824,25621,Unforeseen conditions,2011-09-12
1283,3,CO-1283-3-459,44613,Unforeseen conditions,2011-11-21
1284,2,CO-1284-2-589,47594,Scope change,2023-05-17
1284,2,CO-1284-2-165,14389,Client request,2023-05-19
1284,5,CO-1284-5-425,17892,Scope change,2023-12-30
1285,1,CO-1285-1-122,26134,Client request,2013-08-21
1285,2,CO-1285-2-990,17782,Design revision,2014-01-31
1285,4,CO-1285-4-861,46648,Unforeseen conditions,2014-08-28
1285,4,CO-1285-4-816,43076,Unforeseen conditions,2014-09-13
1286,2,CO-1286-2-604,35189,Client request,2015-01-04
1287,1,CO-1287-1-800,30202,Unforeseen conditions,2023-10-03
1287,1,CO-1287-1-128,27602,Unforeseen conditions,2023-10-05
1287,4,CO-1287-4-873,36765,Client request,2024-11-11
1288,2,CO-1288-2-671,12828,Scope change,2013-06-12
1288,2,CO-1288-2-656,14291,Client request,2013-06-14
1288,3,CO-1288-3-542,43288,Design revision,2013-08-15
1288,5,CO-1288-5-562,26535,Unforeseen conditions,2013-12-14
1288,5,CO-1288-5-745,39430,Scope change,2013-12-05
1289,2,CO-1289-2-265,49593,Design revision,2020-10-24
1289,2,CO-1289-2-634,39193,Scope change,2020-10-16
1289,2,CO-1289-2-589,29236,Design revision,2020-11-01
1289,2,CO-1289-2-484,14661,Scope change,2020-10-13
1289,3,CO-1289-3-219,38206,Scope change,2021-01-06
1289,4,CO-1289-4-387,47194,Client request,2021-04-08
1289,4,CO-1289-4-929,29498,Scope change,2021-04-20
1289,5,CO-1289-5-795,34107,Design revision,2021-07-20
1290,4,CO-1290-4-315,43199,Design revision,2024-02-03
1291,1,CO-1291-1-161,18724,Design revision,2017-09-17
1291,4,CO-1291-4-959,35507,Scope change,2018-08-09
1291,4,CO-1291-4-505,44684,Unforeseen conditions,2018-08-05
1291,5,CO-1291-5-375,40525,Design revision,2018-11-14
1291,5,CO-1291-5-708,18269,Client request,2018-11-18
1291,5,CO-1291-5-191,43626,Design revision,2018-11-30
1292,2,CO-1292-2-397,28827,Design revision,2021-02-06
1292,2,CO-1292-2-440,27851,Scope change,2021-01-28
1292,4,CO-1292-4-472,15666,Scope change,2021-06-21
1292,4,CO-1292-4-218,32364,Client request,2021-06-29
1293,2,CO-1293-2-861,48784,Client request,2017-10-11
1293,3,CO-1293-3-683,16651,Design revision,2018-01-15
1294,3,CO-1294-3-292,44300,Client request,2024-02-17
1294,5,CO-1294-5-341,15338,Client request,2024-09-18
1295,1,CO-1295-1-578,18183,Unforeseen conditions,2000-02-17
1295,2,CO-1295-2-754,16021,Client request,2000-05-08
1295,3,CO-1295-3-720,19741,Client request,2000-08-26
1295,4,CO-1295-4-228,31526,Scope change,2000-12-06
1295,4,CO-1295-4-463,39989,Design revision,2000-12-02
1296,1,CO-1296-1-374,37500,Scope change,2002-10-07
1296,3,CO-1296-3-910,49226,Unforeseen conditions,2003-07-05
1296,3,CO-1296-3-103,40978,Scope change,2003-07-12
1296,4,CO-1296-4-744,32127,Client request,2003-11-08
1296,5,CO-1296-5-848,25449,Unforeseen conditions,2004-03-09
1297,1,CO-1297-1-694,16278,Unforeseen conditions,2014-07-06
1297,2,CO-1297-2-933,22589,Unforeseen conditions,2014-11-02
1297,3,CO-1297-3-369,46842,Scope change,2015-03-10
1297,4,CO-1297-4-922,42417,Design revision,2015-06-15
1298,1,CO-1298-1-328,21356,Scope change,2008-12-06
1298,2,CO-1298-2-381,42379,Scope change,2009-04-18
1298,2,CO-1298-2-916,44794,Design revision,2009-04-25
1298,5,CO-1298-5-170,33553,Unforeseen conditions,2010-06-22
1299,2,CO-1299-2-116,15333,Design revision,2012-04-27
1299,3,CO-1299-3-535,14925,Design revision,2012-07-11
1299,3,CO-1299-3-867,29746,Design revision,2012-06-27
1299,4,CO-1299-4-533,37445,Client request,2012-08-25
1299,5,CO-1299-5-585,30812,Unforeseen conditions,2012-11-01
1300,3,CO-1300-3-125,31670,Scope change,2005-10-18
1300,4,CO-1300-4-240,28577,Scope change,2006-02-01
1300,4,CO-1300-4-750,22437,Unforeseen conditions,2006-01-29
1300,4,CO-1300-4-659,12594,Client request,2006-01-24
1301,1,CO-1301-1-309,29087,Design revision,2001-07-31
1301,2,CO-1301-2-575,20979,Unforeseen conditions,2001-10-22
1301,3,CO-1301-3-345,45023,Design revision,2001-12-28
1301,5,CO-1301-5-356,16181,Design revision,2002-05-21
1302,2,CO-1302-2-838,49236,Unforeseen conditions,1998-11-01
1302,3,CO-1302-3-697,49616,Unforeseen conditions,1999-04-01
1302,3,CO-1302-3-722,30277,Design revision,1999-03-23
1302,5,CO-1302-5-184,19740,Scope change,1999-12-31
1303,1,CO-1303-1-144,11954,Scope change,2005-01-31
1303,1,CO-1303-1-488,37984,Unforeseen conditions,2005-01-19
1303,1,CO-1303-1-876,43127,Client request,2005-01-24
1303,3,CO-1303-3-967,26519,Client request,2005-06-25
1303,4,CO-1303-4-481,23225,Client request,2005-10-26
1303,4,CO-1303-4-468,18119,Unforeseen conditions,2005-10-21
1304,2,CO-1304-2-979,17660,Client request,2004-12-22
1304,3,CO-1304-3-279,49528,Scope change,2005-05-20
1305,1,CO-1305-1-226,26807,Design revision,2015-06-13
1305,2,CO-1305-2-193,46008,Scope change,2015-10-10
1305,4,CO-1305-4-698,41718,Scope change,2016-05-12
1305,5,CO-1305-5-170,11172,Client request,2016-10-01
1306,3,CO-1306-3-242,41393,Scope change,2008-01-01
1306,3,CO-1306-3-649,25294,Scope change,2007-12-26
1307,1,CO-1307-1-479,19258,Unforeseen conditions,2007-03-16
1307,2,CO-1307-2-677,38453,Unforeseen conditions,2007-07-12
1307,4,CO-1307-4-416,15394,Scope change,2008-03-26
1307,4,CO-1307-4-259,45554,Design revision,2008-03-20
1307,5,CO-1307-5-684,11335,Client request,2008-06-17
1308,1,CO-1308-1-850,13722,Design revision,2007-01-26
1308,3,CO-1308-3-901,49896,Design revision,2007-09-13
1308,3,CO-1308-3-630,30247,Unforeseen conditions,2007-09-22
1308,4,CO-1308-4-572,23486,Client request,2008-01-11
1308,4,CO-1308-4-450,10136,Scope change,2008-01-16
1308,4,CO-1308-4-383,35662,Unforeseen conditions,2008-01-09
1309,2,CO-1309-2-770,48337,Unforeseen conditions,1998-04-16
1309,4,CO-1309-4-295,45484,Scope change,1998-10-19
1309,4,CO-1309-4-684,29985,Scope change,1998-10-31
1309,4,CO-1309-4-286,22232,Design revision,1998-10-26
1309,5,CO-1309-5-458,33655,Design revision,1999-01-08
1310,1,CO-1310-1-701,37467,Client request,2020-05-29
1310,1,CO-1310-1-225,36640,Unforeseen conditions,2020-06-06
1310,1,CO-1310-1-515,49919,Client request,2020-06-04
1310,2,CO-1310-2-395,13874,Design revision,2020-10-08
1310,2,CO-1310-2-931,35529,Design revision,2020-09-30
1310,3,CO-1310-3-719,35960,Design revision,2021-01-07
1310,5,CO-1310-5-487,22626,Scope change,2021-07-07
1310,5,CO-1310-5-739,35274,Scope change,2021-07-12
1312,1,CO-1312-1-908,28459,Client request,2000-03-14
1312,4,CO-1312-4-231,33740,Client request,2000-09-29
1312,4,CO-1312-4-171,46544,Unforeseen conditions,2000-10-04
1312,4,CO-1312-4-324,18124,Client request,2000-10-04
1312,5,CO-1312-5-509,31156,Unforeseen conditions,2000-11-11
1313,1,CO-1313-1-593,39078,Scope change,2011-10-19
1313,2,CO-1313-2-935,20542,Unforeseen conditions,2011-12-24
1313,2,CO-1313-2-495,23741,Client request,2011-12-19
1313,4,CO-1313-4-747,46643,Unforeseen conditions,2012-05-22
1313,5,CO-1313-5-677,38231,Client request,2012-08-07
1313,5,CO-1313-5-179,21372,Client request,2012-08-06
1314,1,CO-1314-1-366,10841,Scope change,2001-08-22
1314,4,CO-1314-4-511,28585,Scope change,2002-06-17
1314,5,CO-1314-5-407,14812,Client request,2002-10-04
1314,5,CO-1314-5-775,13300,Design revision,2002-10-05
1315,2,CO-1315-2-390,39197,Unforeseen conditions,1998-12-07
1315,3,CO-1315-3-685,45409,Unforeseen conditions,1999-05-25
1315,3,CO-1315-3-114,31182,Unforeseen conditions,1999-05-07
1315,5,CO-1315-5-124,26428,Client request,2000-02-14
1315,5,CO-1315-5-560,13489,Design revision,2000-02-29
1316,1,CO-1316-1-680,17730,Design revision,2012-06-08
1316,5,CO-1316-5-449,28224,Unforeseen conditions,2013-07-13
1316,5,CO-1316-5-576,35340,Scope change,2013-07-07
1317,2,CO-1317-2-717,17845,Design revision,2006-06-22
1317,2,CO-1317-2-681,34298,Scope change,2006-06-22
1317,2,CO-1317-2-315,29924,Scope change,2006-06-17
1317,4,CO-1317-4-238,14445,Scope change,2007-02-20
1317,5,CO-1317-5-303,37053,Client request,2007-06-17
1318,1,CO-1318-1-364,40269,Scope change,2012-04-10
1318,1,CO-1318-1-993,23381,Scope change,2012-04-16
1318,1,CO-1318-1-533,40839,Design revision,2012-04-26
1318,2,CO-1318-2-454,11247,Client request,2012-08-06
1318,2,CO-1318-2-860,33444,Scope change,2012-07-30
1318,2,CO-1318-2-442,18599,Client request,2012-08-01
1318,3,CO-1318-3-406,24906,Client request,2012-11-17
1318,5,CO-1318-5-718,44910,Scope change,2013-05-16
1319,4,CO-1319-4-193,48027,Design revision,2020-12-29
1320,1,CO-1320-1-165,40626,Client request,2022-01-09
1320,5,CO-1320-5-806,19217,Design revision,2023-03-19
1321,2,CO-1321-2-368,15771,Unforeseen conditions,2010-06-29
1321,2,CO-1321-2-211,40278,Scope change,2010-06-22
1321,4,CO-1321-4-849,26839,Client request,2011-02-05
1321,5,CO-1321-5-886,36461,Scope change,2011-05-01
1322,3,CO-1322-3-783,12641,Scope change,2005-05-11
1322,3,CO-1322-3-560,43774,Design revision,2005-05-07
1322,5,CO-1322-5-335,31723,Design revision,2005-09-01
1323,1,CO-1323-1-748,43045,Scope change,2003-11-07
1323,1,CO-1323-1-956,41653,Design revision,2003-11-06
1323,1,CO-1323-1-355,30178,Client request,2003-11-17
1323,1,CO-1323-1-249,12502,Design revision,2003-11-12
1323,4,CO-1323-4-138,45763,Client request,2004-05-27
1323,5,CO-1323-5-725,40107,Client request,2004-08-30
1324,2,CO-1324-2-362,48321,Scope change,2005-05-10
1324,2,CO-1324-2-744,15190,Design revision,2005-05-25
1324,3,CO-1324-3-188,45729,Client request,2005-07-15
1324,4,CO-1324-4-190,36061,Client request,2005-10-09
1324,4,CO-1324-4-888,25127,Client request,2005-10-02
1324,5,CO-1324-5-255,20618,Unforeseen conditions,2006-01-07
1325,1,CO-1325-1-641,22796,Unforeseen conditions,2024-06-10
1325,2,CO-1325-2-309,25620,Scope change,2024-09-01
1325,3,CO-1325-3-966,37570,Client request,2024-11-19
1325,4,CO-1325-4-667,49686,Client request,2025-01-08
1325,5,CO-1325-5-997,38377,Scope change,2025-04-03
1326,1,CO-1326-1-842,29233,Unforeseen conditions,2023-09-24
1326,3,CO-1326-3-803,27042,Scope change,2024-07-02
1326,4,CO-1326-4-379,33141,Scope change,2024-12-19
1326,4,CO-1326-4-257,38205,Scope change,2024-12-28
1327,1,CO-1327-1-729,15604,Design revision,2013-08-15
1327,2,CO-1327-2-124,47095,Unforeseen conditions,2013-10-26
1327,2,CO-1327-2-977,23626,Client request,2013-11-05
1327,3,CO-1327-3-106,15525,Unforeseen conditions,2014-01-20
1327,5,CO-1327-5-754,19398,Unforeseen conditions,2014-07-08
1327,5,CO-1327-5-803,39458,Unforeseen conditions,2014-07-03
1328,2,CO-1328-2-846,10663,Scope change,2021-05-07
1328,5,CO-1328-5-956,19112,Scope change,2021-10-27
1329,2,CO-1329-2-886,49775,Design revision,2008-12-19
1329,4,CO-1329-4-989,34392,Client request,2009-05-25
1329,5,CO-1329-5-865,21950,Scope change,2009-08-04
1329,5,CO-1329-5-382,43311,Scope change,2009-07-25
1329,5,CO-1329-5-485,47911,Scope change,2009-07-18
1330,1,CO-1330-1-630,29761,Client request,2008-01-29
1330,1,CO-1330-1-304,32006,Scope change,2008-01-29
1330,4,CO-1330-4-373,12436,Client request,2008-08-26
1330,4,CO-1330-4-429,25560,Design revision,2008-08-27
1331,3,CO-1331-3-495,35359,Design revision,2006-08-09
1331,3,CO-1331-3-340,40183,Scope change,2006-08-02
1331,4,CO-1331-4-853,35313,Client request,2006-11-09
1331,5,CO-1331-5-365,42610,Scope change,2007-02-14
1331,5,CO-1331-5-361,11868,Design revision,2007-02-17
1332,1,CO-1332-1-828,42276,Client request,2020-02-10
1332,3,CO-1332-3-625,27639,Client request,2020-10-14
1332,5,CO-1332-5-546,45025,Unforeseen conditions,2021-06-15
1332,5,CO-1332-5-553,27913,Unforeseen conditions,2021-06-18
1333,1,CO-1333-1-970,49407,Design revision,2018-09-17
1333,2,CO-1333-2-514,24907,Unforeseen conditions,2018-12-10
1333,4,CO-1333-4-385,45849,Scope change,2019-05-09
1333,4,CO-1333-4-293,30025,Design revision,2019-05-25
1334,5,CO-1334-5-145,26958,Scope change,2024-07-23
1334,5,CO-1334-5-877,40440,Design revision,2024-07-24
1335,1,CO-1335-1-894,28054,Design revision,2011-09-04
1335,2,CO-1335-2-805,28665,Client request,2011-11-03
1335,2,CO-1335-2-275,15840,Client request,2011-11-04
1335,4,CO-1335-4-275,29992,Client request,2012-03-17
1335,4,CO-1335-4-340,31675,Scope change,2012-03-31
1335,5,CO-1335-5-623,39608,Design revision,2012-06-01
1336,1,CO-1336-1-158,20392,Unforeseen conditions,2016-02-22
1336,4,CO-1336-4-205,44682,Design revision,2016-09-02
1336,4,CO-1336-4-275,46653,Client request,2016-08-15
1337,2,CO-1337-2-774,13684,Design revision,2003-03-06
1337,3,CO-1337-3-803,15630,Unforeseen conditions,2003-04-27
1337,3,CO-1337-3-105,39934,Client request,2003-04-22
1337,3,CO-1337-3-577,43443,Client request,2003-04-26
1337,5,CO-1337-5-288,39682,Design revision,2003-08-27
1337,5,CO-1337-5-594,48863,Client request,2003-08-27
1337,5,CO-1337-5-681,38823,Design revision,2003-08-25
1338,1,CO-1338-1-181,24803,Client request,2016-08-02
1338,2,CO-1338-2-541,42349,Unforeseen conditions,2016-12-15
1338,2,CO-1338-2-740,24783,Client request,2016-12-16
1338,4,CO-1338-4-787,41698,Client request,2017-10-02
1339,3,CO-1339-3-260,12908,Client request,1998-03-23
1339,3,CO-1339-3-195,10898,Design revision,1998-03-26
1339,4,CO-1339-4-494,47968,Unforeseen conditions,1998-06-27
1340,2,CO-1340-2-353,19482,Scope change,2003-03-26
1340,3,CO-1340-3-393,24546,Scope change,2003-05-13
1340,5,CO-1340-5-971,32328,Client request,2003-08-25
1341,1,CO-1341-1-758,17609,Scope change,2000-10-06
1341,1,CO-1341-1-194,28475,Design revision,2000-09-30
1341,1,CO-1341-1-702,44743,Scope change,2000-09-30
1341,2,CO-1341-2-524,46472,Client request,2001-01-09
1341,3,CO-1341-3-749,16548,Scope change,2001-04-23
1341,4,CO-1341-4-762,35537,Design revision,2001-07-06
1341,4,CO-1341-4-181,26992,Client request,2001-07-25
1341,5,CO-1341-5-883,30276,Client request,2001-10-16
1342,4,CO-1342-4-979,42464,Unforeseen conditions,2009-08-03
1342,4,CO-1342-4-964,37607,Client request,2009-08-22
1343,2,CO-1343-2-274,13877,Unforeseen conditions,2001-09-26
1343,3,CO-1343-3-302,40814,Client request,2001-12-10
1343,4,CO-1343-4-611,12372,Design revision,2002-04-08
1343,4,CO-1343-4-464,37985,Design revision,2002-04-12
1344,1,CO-1344-1-874,43908,Client request,2011-12-24
1344,2,CO-1344-2-172,47362,Unforeseen conditions,2012-04-14
1344,3,CO-1344-3-971,37079,Scope change,2012-08-03
1344,4,CO-1344-4-198,20218,Client request,2012-12-09
1345,1,CO-1345-1-922,16287,Client request,2015-09-07
1345,2,CO-1345-2-543,48343,Scope change,2016-03-05
1345,3,CO-1345-3-572,25893,Unforeseen conditions,2016-07-17
1345,3,CO-1345-3-173,15214,Unforeseen conditions,2016-07-13
1345,3,CO-1345-3-450,15781,Client request,2016-07-18
